Year,Return,Ann_Ret,Sharpe,Sortino,MaxDD,Win_Rate,Trades
2020,9.367754953514034,2.816896132728417,1.8609541640927607,3.3729427928867888,-0.9192141831115216,0.5204545454545455,440
2021,63.52781680673955,1.7006161109561644,1.6392194165612737,2.544227073288149,-0.7581426764387478,0.5364238410596026,1057
2022,-0.9892833698340354,-0.6929819401914508,-0.5590908998372504,-0.8039048996122065,-0.9996529894372663,0.49483471074380164,968
2023,46.88515677790548,1.7435525420139717,1.5198245507455155,2.9924571810354297,-0.9943494065059019,0.5217391304347826,966
2024,1199.4522769356104,4.927933206059305,1.9921115755316874,4.173194953863474,-0.9262688172303073,0.5418326693227091,1004
2025,-0.9016889242418519,-0.4709953425891279,-0.14188772344773726,-0.19444163394680447,-0.9963521134903794,0.48474945533769065,918
2026,4.035707538115839,1.9548123746263641,1.4643089876045754,2.570289750267008,-0.9374070965830145,0.5079787234042553,376
