UnivSize,MA_h,Threshold,Hold_h,TopN,Sharpe,Sortino,Ann_Ret,MaxDD,Total_Ret,Win_Rate,Trades
80,208,-0.6,26,10,0.485218922466473,0.7999905034454036,-0.06607318485949998,-0.9972507426558033,-0.397584042728766,0.4964255677039529,4756
20,156,-0.2,52,3,0.47972689525592627,0.6950809920782061,-0.09870255107379788,-0.9972653555596261,-0.5372058150502335,0.5161923454367027,2038
40,156,-0.4,52,3,0.4792390640649826,0.7299681844416042,-0.28248253150990443,-0.9997633151588569,-0.9146649218421988,0.50385423966363,2854
60,208,-0.4,52,5,0.47743913866615717,0.7134440110401601,-0.32927877294741237,-0.9999288130942605,-0.9482434364135784,0.5036714713081316,3677
60,156,-0.8,26,3,0.47731009389886314,0.6715335477477475,0.07536719142354809,-0.9322557617095297,0.7138197291256514,0.5156882591093117,1976
40,156,-0.2,26,10,0.4769813949534669,0.6950910915511144,-0.2053148256680698,-0.9996047287213099,-0.8180145870733915,0.5033891547049442,5016
20,156,-0.2,52,5,0.4690437238720127,0.6775923979238718,-0.10903726153325577,-0.9972019077991496,-0.5751323837303861,0.5170370370370371,2025
80,208,-0.8,52,10,0.46826116053128714,0.7215832052617918,-0.021765485533507656,-0.9955578720970616,-0.1505392605726228,0.5077452667814114,1743
80,104,-0.6,26,3,0.467462085882041,0.7498951424088914,-0.1306430470239035,-0.99756725878716,-0.6458323630530503,0.49883533416950365,5581
20,156,-0.2,52,10,0.4644980752570561,0.671041104670453,-0.1139517962681924,-0.9972019077991496,-0.5922034583794379,0.5170370370370371,2025
60,104,-0.6,52,3,0.46323605184434263,0.7234706187773664,-0.29167910395313734,-0.9996435456389053,-0.9224484193778694,0.5113011606597434,3274
60,156,-0.8,26,10,0.45470370018177275,0.6421514158430952,0.06674011660952028,-0.9299852804560051,0.6144681078794114,0.5171685155837296,1893
60,104,-0.6,52,5,0.44931910946138814,0.7016368029479699,-0.28949107879809055,-0.9996465664006192,-0.9206546094661393,0.5104496516782774,3158
60,156,-0.6,26,5,0.44454437865166874,0.6532638606902516,-0.0827772526106374,-0.9939040567039799,-0.4730316379664291,0.5044439106413644,4163
80,52,-0.8,26,10,0.442965027348291,0.7648501974398018,-0.004897793011619078,-0.9807090660582297,-0.03574736034289849,0.501187648456057,3368
40,52,-0.6,26,3,0.43734251341434366,0.6404124774320117,-0.12248346436462709,-0.9984370667209771,-0.6204323511424836,0.5007772020725388,3860
60,156,-0.6,26,10,0.4341090878394989,0.6392180382185519,-0.09099808071942517,-0.9920663097477805,-0.5070586070329726,0.5040077726499879,4117
80,52,-0.8,26,3,0.42956157295309877,0.7096201117831021,-0.03940576500033399,-0.9870314979839093,-0.25775097382208123,0.5016483516483516,3640
60,208,-0.4,26,3,0.42523376664401674,0.6124241383471793,-0.22445212702355788,-0.9994693567075384,-0.8481036944551213,0.4971057709173829,5701
80,104,-0.6,26,5,0.42405667410786263,0.6996936400205092,-0.1519739359308382,-0.9970084866698048,-0.7054095537463434,0.49914756582686115,5279
40,156,-0.2,26,3,0.4119769486083093,0.5957084118530386,-0.29339127900995043,-0.999796540990571,-0.9238275395683294,0.5019193857965452,5210
60,156,-0.8,26,5,0.41088786231972213,0.5782945279465427,0.0269361899325693,-0.93811163360666,0.2178235225349543,0.5159769512833945,1909
80,52,-0.8,26,5,0.4089913880114797,0.6753087517728955,-0.0551017136288271,-0.9885241118426366,-0.3430952757313136,0.5026086956521739,3450
40,52,-0.6,26,10,0.40834643193880565,0.5957726780074434,-0.1402761353077262,-0.9974473519514019,-0.6739149147714321,0.5002705627705628,3696
40,52,-0.8,26,10,0.4069556409906948,0.6049641468041924,0.011758380644309119,-0.9550586537802991,0.09053593273934957,0.5033653846153846,2080
60,156,-0.4,26,5,0.3964818360266432,0.5777353103248811,-0.2356537196505365,-0.9987281645368105,-0.8636354270021589,0.5007150518412585,5594
80,156,-0.8,52,3,0.39442013490428407,0.5743428428838081,-0.12330368691995552,-0.9877813967161674,-0.6230548928444253,0.5156172533465543,2017
80,104,-0.8,26,3,0.3913252873087327,0.6795539366745157,-0.033289562194198874,-0.9866387102671452,-0.2219883537867684,0.4945403311025009,2839
40,156,-0.2,26,5,0.3874421236615793,0.5601342953725633,-0.3041416678714768,-0.9998648941428607,-0.9320117739324576,0.5027646129541864,5064
20,156,-0.6,52,3,0.37921743101027994,0.5942374017870716,-0.024923120992478953,-0.9240929462008949,-0.17065925567875917,0.5,1282
60,156,-0.4,26,10,0.3736170983212551,0.5441056952881671,-0.25524391842437844,-0.9987569456316506,-0.887513750112628,0.5023636363636363,5500
60,104,-0.8,26,10,0.3685670928888986,0.5748510118788315,-0.006458242960893923,-0.9638556632420276,-0.046901806679325864,0.5002277904328019,2195
60,52,-0.8,26,10,0.3626831324067023,0.5529467873632895,-0.04884970475233397,-0.9755358346151634,-0.310178060747211,0.4980151569830386,2771
40,104,-0.4,26,10,0.36075575960139084,0.5097205737097645,-0.25138981567752816,-0.9972316365683074,-0.8831255918813444,0.4926949876376714,4449
40,104,-0.4,26,3,0.3597657579826442,0.5129140732515247,-0.27014971782605823,-0.9972406991780913,-0.9031718621891289,0.490447242726878,4606
20,104,-0.4,52,5,0.3581195448032042,0.5386141201325393,-0.1799105683909502,-0.9987086238019357,-0.7701955460221084,0.48978494623655916,1860
20,104,-0.4,52,10,0.34944500966730907,0.5255450156430562,-0.18761886812328632,-0.9987959495535335,-0.7857354380336083,0.48951048951048953,1859
40,52,-0.6,26,5,0.34583246576846605,0.5025560736336657,-0.20078580683190772,-0.9985594913340038,-0.810182981335555,0.4986580783682233,3726
20,52,-0.6,52,10,0.34553463297257275,0.5215844092595434,-0.1713218918390249,-0.9944623284745656,-0.7517411987924665,0.5055940330314331,1877
20,156,-0.4,26,3,0.3446878288007123,0.4963705513423179,-0.09817491053881355,-0.9729420008296825,-0.5351933339296504,0.5,2708
20,52,-0.6,52,5,0.34182141926338183,0.5159695258595454,-0.17481095055161378,-0.9944623284745656,-0.7593870573017764,0.5055880787653007,1879
20,156,-0.6,52,5,0.3418194500033344,0.5346688765283223,-0.053424167158816926,-0.9390795676677098,-0.3343991873462885,0.49607535321821034,1274
80,208,-0.8,26,10,0.34088519470530243,0.512662355302252,-0.043431717957139404,-0.9871715285299948,-0.28050741583326344,0.5050862450243255,2261
40,208,-0.4,52,5,0.34087106995868327,0.5088115225193234,-0.4051959144318782,-0.9999048394548735,-0.9787584665526495,0.5007513148009016,2662
20,156,-0.6,52,10,0.34009282248689165,0.5320847641219901,-0.054759576741931104,-0.9397138989192779,-0.3413297257612562,0.4960691823899371,1272
20,156,-0.4,52,10,0.33966703775189727,0.5022412880936706,-0.1681678680427071,-0.9936515137144865,-0.744649547733321,0.5043731778425656,1715
20,156,-0.4,52,5,0.33966703775189727,0.5022412880936706,-0.1681678680427071,-0.9936515137144865,-0.744649547733321,0.5043731778425656,1715
40,208,-0.4,52,10,0.3384901846621284,0.5046778517475876,-0.4062255563163836,-0.9999060540105513,-0.9790295770745424,0.5005641218503196,2659
40,52,-0.8,26,5,0.33729078114337485,0.5022642602110327,-0.04455155642110187,-0.9780822079565882,-0.28672890019570674,0.5021377672209026,2105
80,208,-0.8,26,5,0.3352180464188445,0.5022280461381963,-0.049189517342491995,-0.9861047966969495,-0.31200316716555065,0.5041684949539271,2279
60,104,-0.6,26,10,0.3351458471203183,0.5107336649903649,-0.18906491613451293,-0.9936276527483284,-0.7885470368391301,0.49522922969513616,4297
40,208,-0.4,52,3,0.3339816534121113,0.49660869533475105,-0.41529914660999545,-0.9999259174351264,-0.9812921720783054,0.5014836795252225,2696
60,208,-0.4,26,10,0.3324202990184286,0.4783599365691181,-0.2806644599186635,-0.9995436514876114,-0.9130487205274074,0.5010213556174559,5385
60,156,-0.6,26,3,0.33002602564227745,0.48385173973537543,-0.2069156493113814,-0.9955111473031895,-0.820715053935231,0.5070325109522712,4337
40,104,-0.2,26,5,0.32972999160917993,0.47904563463863575,-0.3618636138776906,-0.99987170221064,-0.9642225604293235,0.49924242424242427,5280
60,104,-0.8,26,5,0.32970250665694706,0.514613161540164,-0.04164415090022122,-0.9663853217110436,-0.27047894138563244,0.4982014388489209,2224
20,156,-0.4,52,3,0.32736992435729984,0.4845246273421897,-0.1804190997614724,-0.9938950181525101,-0.7712499568360327,0.5028868360277137,1732
60,52,-0.8,26,5,0.3238275387391893,0.47490416214636355,-0.09309553754474154,-0.988084294433191,-0.5154294588799715,0.4971711456859972,2828
20,104,-0.4,52,3,0.3205095719480968,0.4784905193657896,-0.21607782800320263,-0.9989909811200327,-0.8355139503210326,0.48958889482114254,1873
40,104,-0.2,26,3,0.3202908047344737,0.45868161791419965,-0.3918928242374021,-0.9998481584089657,-0.9749730985665105,0.5012745812090313,5492
40,104,-0.2,26,10,0.31835274908775324,0.46055223492639236,-0.370460197237394,-0.9998529447781466,-0.9676452630083502,0.4981908207960388,5251
60,208,-0.4,26,5,0.31612693565496397,0.4544677937636269,-0.2933147331269431,-0.9996550946763011,-0.9237663397480098,0.4999082063521204,5447
20,52,-0.6,52,3,0.31319648477988465,0.47369977449830136,-0.20406622635191185,-0.9953821550401192,-0.8158839374303803,0.5050026329647183,1899
40,104,-0.4,26,5,0.31101570606674517,0.43758846491522674,-0.2999191034588957,-0.9983122922030118,-0.9288928159270498,0.49217002237136465,4470
20,156,-0.4,26,10,0.31009660429238145,0.44447719078056774,-0.11959917320038826,-0.977439598588613,-0.6110844867390134,0.5,2664
40,156,-0.6,52,5,0.3074486258973354,0.4901355412980336,-0.27525245379882357,-0.998641865726655,-0.9080798721720069,0.4956521739130435,2070
40,52,-0.8,26,3,0.3063389805931845,0.43600634198303706,-0.08662792939297048,-0.9872020280629945,-0.48921478369261573,0.5038901601830663,2185
60,208,-0.8,52,3,0.2991244060535073,0.46671356987622253,-0.12911243195537436,-0.9880355055449646,-0.6411830558951928,0.4925160370634355,1403
20,156,-0.4,26,5,0.2957896260304662,0.42430073671859814,-0.13135525981602936,-0.977413417722464,-0.6479779103534039,0.499250936329588,2670
40,156,-0.6,52,10,0.2933090531694854,0.4667625775206187,-0.28390841410313106,-0.9987375773041669,-0.9159142328969085,0.49369544131910764,2062
60,52,-0.8,26,3,0.2924156435980585,0.4198463933304865,-0.13372515889419412,-0.9919110079309243,-0.6550365036198538,0.5001694340901389,2951
80,156,-0.8,52,5,0.2903817160325768,0.41943618140046396,-0.20551248278920586,-0.9895692490633625,-0.8183499120958591,0.5164609053497943,1944
80,156,-0.8,52,10,0.28868132510468114,0.41569474881425916,-0.20428777509028262,-0.9908280212888436,-0.816263562422255,0.5192507804370448,1922
20,156,-0.6,26,3,0.2779161336025543,0.41414471487630156,-0.0859893041898786,-0.8983064132634437,-0.48656097837982215,0.503844182470528,1951
40,104,-0.6,52,10,0.2769996373335263,0.4362765950504695,-0.38421691730483365,-0.9995605454096592,-0.9725339427391764,0.5030172413793104,2320
60,104,-0.6,26,5,0.274060459764761,0.4121418693077479,-0.2506207961636726,-0.9978758991034978,-0.882232511477333,0.49701698026617713,4358
60,104,-0.6,26,3,0.26967586539236843,0.392003813313469,-0.28600846651687406,-0.9992066826585044,-0.9177254073869138,0.49681108423136133,4547
20,156,-0.6,26,5,0.2691450181031114,0.4005931433801061,-0.09125518269411492,-0.9020174684880009,-0.5080913694313076,0.5023279875840663,1933
20,52,-0.8,52,3,0.268962864982305,0.3992016262183381,-0.14985225766330035,-0.9913717482043922,-0.6999010477486234,0.4992063492063492,1260
20,104,-0.4,26,5,0.26499624779583775,0.38608370833374556,-0.19767662813247733,-0.9893246831247644,-0.8046392942555662,0.4900068917987595,2902
20,156,-0.6,26,10,0.26047466553948034,0.38739116013522157,-0.09737216974907359,-0.9068031109314401,-0.5321170685474339,0.5023303987571207,1931
20,104,-0.4,26,10,0.2584815855680358,0.3766395887232927,-0.20283926125407514,-0.9897807465171988,-0.8137692162296319,0.4896551724137931,2900
60,156,-0.4,26,3,0.25816064429812513,0.36700959880563666,-0.3760487893770996,-0.9997148529538326,-0.9697150882511968,0.49829234972677594,5856
20,208,-0.6,52,10,0.2504628550743173,0.3787066686465189,-0.15007152400388446,-0.9845860480147682,-0.7004744260715977,0.503030303030303,1155
40,156,-0.6,52,3,0.24997376318156148,0.3849966406996272,-0.32330655783102236,-0.9991741278390656,-0.9447275010928684,0.49904852521408183,2102
40,104,-0.6,52,5,0.24947388745528973,0.3895918643772074,-0.4123107292833643,-0.9996891462419517,-0.9805715372965438,0.5045083726921425,2329
60,156,-0.8,52,3,0.24372638334025598,0.3553441018863746,-0.198221107090087,-0.973384863703635,-0.8056200982848517,0.5113636363636364,1584
20,208,-0.4,52,10,0.2337184374877307,0.335892015978981,-0.25808478639578336,-0.9965143052539636,-0.8906563285606645,0.5067319461444308,1634
20,208,-0.4,52,5,0.2337184374877307,0.335892015978981,-0.25808478639578336,-0.9965143052539636,-0.8906563285606645,0.5067319461444308,1634
60,208,-0.6,52,3,0.21711579774982387,0.3342541491690156,-0.41380336952012975,-0.9998086758630549,-0.9809344219181666,0.5048543689320388,2781
20,208,-0.6,52,3,0.21535712690816805,0.32409683722639376,-0.17667912085831994,-0.9845860480147682,-0.763396542918112,0.5030146425495263,1161
20,208,-0.4,26,5,0.21532190489500802,0.31602396035253905,-0.1843441936235264,-0.9750350832699947,-0.779248556790948,0.5026717557251908,2620
40,104,-0.8,52,3,0.21454753736484367,0.34012834308634055,-0.20840920275592412,-0.9792134211104677,-0.823203233313202,0.5024875621890548,1407
60,208,-0.8,26,3,0.2129807028473191,0.3058473673167621,-0.11303160322926553,-0.9889452712656592,-0.5890530246619969,0.5078590785907859,1845
20,208,-0.4,26,10,0.21121165492827249,0.31001639441572093,-0.1873779891496704,-0.9757153690004946,-0.7852639606645726,0.5024818633066056,2619
20,208,-0.4,26,3,0.2047423725397066,0.30022340985262913,-0.19675442498699636,-0.9773451781113185,-0.8029683033469152,0.5026395173453997,2652
60,208,-0.8,52,5,0.20441600880090377,0.3171535736412462,-0.19851105477455366,-0.9931455473873494,-0.8061406587425077,0.49382716049382713,1377
20,52,-0.8,52,5,0.20315930015555286,0.297705833845443,-0.19837143359350207,-0.992776849124729,-0.8058901392190267,0.5012106537530266,1239
60,104,-0.8,26,3,0.2030516265641438,0.30654261248196846,-0.15048019673811464,-0.984945536435623,-0.7015405703682336,0.49759930161501525,2291
40,104,-0.6,52,3,0.19846024119464184,0.30963831223492216,-0.45850404365534037,-0.9998726577428235,-0.9894111615396308,0.5031605562579013,2373
20,208,-0.6,52,5,0.1969140797446017,0.29684931711963236,-0.18977955587385154,-0.9845860480147682,-0.7899247096496997,0.5021607605877269,1157
60,208,-0.6,52,5,0.19407581249539435,0.3015296037129094,-0.42477318393281294,-0.9998089574953745,-0.9834261553075203,0.5023905847738139,2719
20,208,-0.4,52,3,0.19136217800006183,0.2748026784749559,-0.2924486030280862,-0.9975476274624906,-0.9230708835611051,0.5073081607795371,1642
60,208,-0.8,52,10,0.19005421336062434,0.2905918545880702,-0.21215960440046466,-0.9941277692595212,-0.8293199351272571,0.49307075127644057,1371
20,52,-0.8,52,10,0.17574833712425422,0.2551585002094373,-0.22174569481600148,-0.9942800618534129,-0.8441294181963406,0.5,1238
60,208,-0.6,52,10,0.17035527067754042,0.2646234859229465,-0.44184042301179094,-0.9998260102214584,-0.9867431198913648,0.5016623568526044,2707
40,104,-0.8,52,5,0.1699682409039308,0.2688513059761937,-0.23873126734019812,-0.9730591748005247,-0.8676539943054409,0.4996389891696751,1385
80,156,-0.2,13,3,0.16191104419139823,0.2250222788723138,-0.29062571138219884,-0.9978242071299777,-0.921589245154749,0.49803959070479104,10457
20,52,-0.2,26,10,0.1611381001768182,0.2346546865070319,-0.3483488537619118,-0.9983643844816008,-0.9582083193620863,0.49721263604990706,3767
40,208,-0.4,26,5,0.15899925990494876,0.22869011491198543,-0.393666311968386,-0.9996564556066365,-0.9755092086696657,0.5017031630170317,4110
60,156,-0.8,52,5,0.15435256198119632,0.2209365938036519,-0.25393720787142415,-0.9744546299533682,-0.8860422245330553,0.5123537061118335,1538
60,208,-0.6,26,5,0.15176552585315328,0.22679580251368708,-0.32711050260655683,-0.9981804050235361,-0.9469900045303163,0.49308871575772806,3979
20,52,-0.2,26,5,0.14981170368398497,0.21818649226712822,-0.35676731069978995,-0.9985147027283443,-0.9620491071825049,0.4968203497615262,3774
60,208,-0.6,26,3,0.1485036773760649,0.21578019103750687,-0.34512766334708334,-0.9992140018069748,-0.9566522065077023,0.4962515114873035,4135
40,156,-0.8,52,3,0.14754870079952845,0.21961896148799662,-0.21283910691894736,-0.9793009366447202,-0.8304083463043704,0.5040577096483319,1109
40,208,-0.4,26,3,0.14681564977114622,0.21029816169084453,-0.40653860097408157,-0.9997468925386577,-0.979111407761245,0.5,4224
40,208,-0.6,52,3,0.14533028218112684,0.2279025960657589,-0.4367926566231779,-0.9997463767761713,-0.9858280397763447,0.49949290060851925,1972
40,208,-0.4,26,10,0.1400958026961489,0.2014533973622993,-0.4064478329079022,-0.999696156096335,-0.9790877092400793,0.5012177301509986,4106
20,104,-0.4,26,3,0.13627157755342723,0.19627245071697474,-0.30164270496334467,-0.9949100789791587,-0.9301805707082523,0.4896364254162419,2943
60,156,-0.8,52,10,0.13385209420752736,0.19183251572886434,-0.2652303242422388,-0.9739373995289006,-0.8982271813512724,0.5111111111111111,1530
40,104,-0.8,52,10,0.12932504628538333,0.20465502365450183,-0.26698496155002405,-0.9732075416114231,-0.9000153231189351,0.49673676577229875,1379
40,156,-0.4,26,5,0.1266217683147567,0.18488995290238372,-0.41697052416963254,-0.9994268979063156,-0.9816850373028931,0.4942339373970346,4249
40,208,-0.6,52,10,0.1263989479161836,0.1995225912994857,-0.4424496732801929,-0.9997354631523966,-0.9868500296018868,0.4984488107549121,1934
80,208,-0.4,13,5,0.12218086225524304,0.18513408679382878,-0.2691611268543257,-0.9975025122912704,-0.902195232421506,0.4965242165242165,8775
40,208,-0.6,52,5,0.10940956440786744,0.17235265163742505,-0.45410230517206884,-0.999782274038612,-0.9887561093382219,0.49896800825593396,1938
20,52,-0.2,26,3,0.10402987806264047,0.15084916932097842,-0.3914479867677664,-0.9991966462701629,-0.9748370463084313,0.49753182644842814,3849
20,156,-0.2,26,5,0.10382592957821744,0.1411279688916369,-0.33802663134182875,-0.9961385447831093,-0.953043718563028,0.4998477002741395,3283
20,156,-0.2,26,10,0.10352496763100313,0.1407300826982263,-0.3382243035373539,-0.9961470855845409,-0.9531475768892792,0.4998477002741395,3283
80,156,-0.8,13,5,0.10336348972108513,0.1671527296057782,-0.20719316328571502,-0.9734868980452195,-0.8211796552185046,0.5007671064743786,3259
40,156,-0.4,26,3,0.10174166159353042,0.14595743957348153,-0.4410100187396775,-0.9996167626739533,-0.9865961921756294,0.4901421366345713,4362
40,156,-0.4,26,10,0.10163785464621697,0.14860298039071704,-0.42999659108892274,-0.9995007146813942,-0.9845100134425666,0.49395017793594304,4215
60,208,-0.8,26,5,0.09843474775998091,0.13965827596575706,-0.17739928509075564,-0.9921132480161967,-0.764926657168735,0.5033259423503326,1804
40,208,-0.2,13,3,0.09294288229711985,0.14080299662854762,-0.349970930207144,-0.9989272328748642,-0.9589734564104702,0.49498585754692725,7778
20,156,-0.2,26,3,0.09052946711779629,0.12315313566600634,-0.34878685791712594,-0.9967759488576926,-0.9584161336001141,0.49924630690382876,3317
80,156,-0.8,13,10,0.08848760158241248,0.1457755901595143,-0.2028586849691737,-0.9736724112139695,-0.8138028567238726,0.4981296758104738,3208
20,52,-0.8,26,3,0.08688660880648606,0.1302120696698474,-0.14487850034516248,-0.913953832211436,-0.6866371508972494,0.4869375907111756,1378
60,208,-0.8,26,10,0.08311593122808814,0.11602377214761216,-0.1927954975946633,-0.9931840280144567,-0.7956536266420002,0.505011135857461,1796
80,104,-0.6,13,10,0.061351557375147935,0.1003817370433393,-0.3015083993803088,-0.9889216820212166,-0.9300809570265595,0.4806678383128295,6828
60,208,-0.6,26,10,0.059545046486616314,0.08899478333922621,-0.38774577891924955,-0.9989044782116172,-0.9736796909861405,0.4920273348519362,3951
80,104,-0.2,13,10,0.054146401727782734,0.08030124611980319,-0.322689740005619,-0.9986769369960379,-0.9443528713270217,0.492086038961039,9856
20,52,-0.8,26,5,0.05374265909118751,0.07986834860057102,-0.16300036327596257,-0.929463093648878,-0.7326517006075399,0.48704663212435234,1351
40,208,-0.2,13,10,0.03837421257829191,0.057277437920197925,-0.3658374108290562,-0.9986119598450894,-0.965841749592648,0.4958327640388031,7319
20,52,-0.6,26,3,0.03344867135494955,0.04996374394976918,-0.2979446465817569,-0.9868182265109128,-0.9273924343537892,0.4927710843373494,2490
20,52,-0.8,26,10,0.030897069903888373,0.04511894437700252,-0.17905039873802797,-0.9388955382197354,-0.7684024606788633,0.4877687175685693,1349
40,156,-0.8,52,5,0.026871905048223406,0.038761732890165206,-0.29005425200548873,-0.9873312328680919,-0.9211197120802951,0.501834862385321,1090
40,156,-0.6,26,5,0.026014530325031614,0.03824992779751139,-0.38310131490561095,-0.9969199375528843,-0.972162868610978,0.492161985630307,3062
20,52,-0.6,26,10,0.021188974766095485,0.031586586683537414,-0.30428195043608985,-0.9876617235662877,-0.932113327278508,0.4953271028037383,2461
40,156,-0.8,52,10,0.018204158476604285,0.026753777150608248,-0.28676302614386173,-0.9866147777521388,-0.9183678776787709,0.5,1084
40,156,-0.6,26,10,0.007473275215566244,0.010987001250219173,-0.3937809811058621,-0.9972736498921988,-0.9755435275179897,0.49198036006546647,3055
40,104,-0.6,26,10,0.005323651010419515,0.00790703602431614,-0.4171698946465928,-0.9970036804084399,-0.9817314202740695,0.4935779816513762,3270
40,208,-0.2,13,5,0.0033547264602795906,0.00498293964067355,-0.39235554020647556,-0.9990832539825559,-0.9751139431791283,0.49477541050346047,7369
60,52,-0.4,13,10,0.0023843038314067463,0.0035853663709833764,-0.3842660293266402,-0.9988570125041497,-0.9725501796623004,0.4878018421707742,8034
80,156,-0.8,13,3,0.0008287164256469489,0.0013270659306365011,-0.2836044049921682,-0.9843541420518868,-0.9156492057842126,0.4988179669030733,3384
80,104,-0.6,13,3,-0.0006356080077456355,-0.0009985927568586072,-0.37780067284633667,-0.9971739407259418,-0.9703398737484955,0.481181707810603,7413
20,104,-0.2,26,5,-0.00731791651386489,-0.010347083595866677,-0.43547471896687384,-0.9987574286356551,-0.985580311438927,0.49829931972789115,3528
20,104,-0.2,26,10,-0.007977199849866933,-0.01127886638238859,-0.43574838709037833,-0.9987608114332979,-0.9856320578224468,0.4977298524404086,3524
20,52,-0.6,26,5,-0.017959765777294814,-0.02666624252739088,-0.32849098294431944,-0.9905833283226178,-0.9477910301854419,0.4953346855983773,2465
80,208,-0.2,13,10,-0.018312090874460712,-0.02722765714801272,-0.3804562330176745,-0.9982179110695102,-0.9712656769236447,0.4926341815184918,9707
80,104,-0.6,13,5,-0.019225513996683603,-0.030627800998659836,-0.3655473123384536,-0.9958599695025404,-0.9657257287266547,0.48206886698099727,6999
80,104,-0.2,13,5,-0.036340715553220014,-0.05450919276269053,-0.3731162029659807,-0.9990826299162526,-0.9686437236696365,0.4918807204015353,10161
80,208,-0.4,13,10,-0.036562718089040255,-0.0544544508262052,-0.379064263657373,-0.9983997662222552,-0.9707835650784157,0.49268122676579923,8608
80,156,-0.4,13,3,-0.03661438803564594,-0.05186505375661951,-0.40327014342054524,-0.9985799802025022,-0.9782432529230282,0.49390765284309535,9356
80,104,-0.8,13,10,-0.046941101867189174,-0.0765982802675434,-0.2542793766342849,-0.9801043332510188,-0.8864291511892157,0.4896531623433401,3431
40,104,-0.6,26,5,-0.0470501396567648,-0.06956290280773993,-0.4533228710123842,-0.998154016129452,-0.9886365365260742,0.49285062366899907,3287
60,52,-0.4,13,5,-0.050340320289213585,-0.07507528669791898,-0.4146805647421715,-0.9989836196132083,-0.9811449343581317,0.4887838001697587,8247
80,52,-0.4,13,10,-0.053875257245179796,-0.0808919497966437,-0.3914674593524464,-0.9990986119164067,-0.9748430153057582,0.4842528478892115,8954
20,104,-0.2,26,3,-0.056460224826428713,-0.07977946896137404,-0.46645051412348104,-0.9989722138131325,-0.9905104415607453,0.49718785151856015,3556
60,104,-0.2,13,5,-0.05976429010709859,-0.08673279670870424,-0.4264200925250816,-0.999533216207095,-0.9837747547591655,0.4910296835924758,9197
80,208,-0.2,13,3,-0.0783643713906986,-0.11854438955787978,-0.42907666674445744,-0.9995419872814119,-0.984323704929676,0.49411310557807375,10362
60,208,-0.2,13,5,-0.07903918853059358,-0.11849301782043946,-0.4328926839711984,-0.9993445180180118,-0.985084097125505,0.4911150599733452,9004
20,156,-0.8,52,3,-0.08088753510410918,-0.11574966419019422,-0.22799092048900738,-0.9789674837976778,-0.8531678009024954,0.5007564296520424,661
40,156,-0.8,26,3,-0.08268165766292124,-0.11068881818640815,-0.2940849667130815,-0.9914419094832623,-0.9243802203423904,0.5095137420718816,1419
40,156,-0.8,26,5,-0.08277574375847299,-0.11097636270957119,-0.2870917355131585,-0.9902317810596226,-0.9186463973768498,0.5086083213773315,1394
60,208,-0.2,13,10,-0.08496385651708559,-0.12751465296012263,-0.43243040632384033,-0.9992492291973701,-0.9849937152899682,0.4909194097616345,8810
40,156,-0.6,26,3,-0.08759148392437467,-0.12691617046188644,-0.46017953274484513,-0.9987333999148198,-0.9896516787996651,0.49553855959209686,3138
20,156,-0.8,26,3,-0.08884201758920476,-0.12427030685916117,-0.18509367003064714,-0.9106217750233973,-0.780748011874865,0.5041031652989449,853
20,104,-0.6,52,3,-0.09010645803229494,-0.12414877475634205,-0.42849558967105716,-0.9993926463840811,-0.9842050254380679,0.5048476454293629,1444
20,104,-0.6,52,10,-0.09120608439450242,-0.1253929074711931,-0.4276630862861319,-0.9994097921104458,-0.9840336402594533,0.5031446540880503,1431
20,208,-0.8,52,3,-0.0983809247324138,-0.15723736130834748,-0.20028535471885933,-0.9633739845905323,-0.8092999722364336,0.4674657534246575,584
80,156,-0.2,13,5,-0.10177481938136258,-0.1408014975629103,-0.44621812683479,-0.9992048123024542,-0.9874948835624207,0.49336633663366336,10100
20,104,-0.6,52,5,-0.10293327764846827,-0.1415899366867734,-0.434509899773422,-0.9994097921104458,-0.9853965907416359,0.5027932960893855,1432
40,104,-0.6,26,3,-0.1044890933953069,-0.15332687553340382,-0.5023953894345625,-0.9992314619714079,-0.9943419000021038,0.4900916888494528,3381
40,208,-0.8,52,3,-0.10518099703547912,-0.15756519186620815,-0.33182570551111656,-0.9959751400852309,-0.9496829455681809,0.473792394655704,973
60,104,-0.4,13,10,-0.10837981140940767,-0.1581519114040231,-0.43487836089966625,-0.9971981193069086,-0.985466990628106,0.4801183888817398,7771
20,156,-0.8,26,5,-0.10909071073657867,-0.1517856096558814,-0.19186632777095403,-0.9215517019872301,-0.7939032137116411,0.5029515938606848,847
20,156,-0.8,26,10,-0.10909071073657867,-0.1517856096558814,-0.19186632777095403,-0.9215517019872301,-0.7939032137116411,0.5029515938606848,847
20,104,-0.8,26,10,-0.10947662137632232,-0.16435388769307568,-0.18046522657148156,-0.9341166411440801,-0.7713453907696071,0.4879032258064516,992
40,156,-0.8,26,10,-0.11019615457494082,-0.1486549962505105,-0.29711474470852084,-0.9916926609010719,-0.9267536672678081,0.5075702956020187,1387
20,156,-0.8,52,5,-0.11041811814925409,-0.15743524660454367,-0.24152958976488448,-0.981309627030183,-0.8712186130238444,0.500763358778626,655
20,156,-0.8,52,10,-0.11041811814925409,-0.15743524660454367,-0.24152958976488448,-0.981309627030183,-0.8712186130238444,0.500763358778626,655
60,104,-0.2,13,10,-0.1139474646797576,-0.16378840123692123,-0.4596046043598313,-0.9997751186345112,-0.989569685862528,0.4925456163773921,8988
