UnivSize,MA_h,Threshold,Hold_h,TopN,Sharpe,Sortino,Ann_Ret,MaxDD,Total_Ret,Win_Rate,Trades
80,104,-0.6,52,5,0.591159781522538,0.9418291096501196,-0.1718048584967522,-0.9999004079158879,-0.7528119355704644,0.5108723458685086,3909
60,156,-0.6,52,10,0.5903716767905823,0.9223160611632558,-0.026158567977157543,-0.9990586243999626,-0.17841837491276935,0.5034940600978337,2862
60,208,-0.4,52,3,0.5824802092819719,0.8826011255544608,-0.22048281182511797,-0.9998534593011332,-0.842244358837459,0.5034391534391535,3780
60,104,-0.8,52,3,0.5759429930073848,0.9137907469298838,0.06036293129357451,-0.9905990809706252,0.5442673213401619,0.5106815869786369,1966
60,156,-0.2,26,5,0.5753426679071331,0.8325844118871781,-0.12012014923863967,-0.9991881624264768,-0.6127875348525651,0.5035872385895284,6551
80,156,-0.8,26,10,0.5692010474743828,0.8148516042869297,0.15137959330450856,-0.9361353408720234,1.8436771181000888,0.5172849915682968,2372
40,156,-0.4,52,5,0.5631410487250816,0.8782513369962829,-0.17008187674089825,-0.99918934654981,-0.7489736901701725,0.5039285714285714,2800
20,52,-0.4,26,3,0.5513283346937912,0.8301560612138206,0.06688438684187914,-0.991282823947193,0.6160876579630039,0.5125037661946369,3319
20,208,-0.2,26,3,0.5473122340666298,0.8706454244338868,0.06117713424734572,-0.980811643103559,0.5530804211209646,0.5058788061501357,3317
40,156,-0.4,52,10,0.5440215721988593,0.8474295641359836,-0.2008982923697904,-0.9993676584878275,-0.81038096577574,0.5035971223021583,2780
80,208,-0.8,26,3,0.5439844657636764,0.8234982655445117,0.129079823552261,-0.9798007341802851,1.4598339971847967,0.5093776641091219,2346
80,104,-0.8,26,5,0.5210072767785305,0.9406017295659158,0.1133852396296895,-0.967535503830034,1.217349222593429,0.4963423555230432,2734
80,104,-0.6,26,10,0.5152165665359257,0.8708197775963425,-0.0357110403145523,-0.9940983275523332,-0.23632150412952202,0.4970048309178744,5175
60,208,-0.2,26,5,0.5138909578196272,0.7725648862657556,-0.13598034885138577,-0.9995973489567958,-0.6616394078471319,0.5030969340353051,6458
60,208,-0.2,26,10,0.5080012573366272,0.7679534846346959,-0.13800306434384135,-0.9995856786894574,-0.6674683575372236,0.5021057557323351,6411
20,208,-0.2,26,5,0.5032424515596183,0.8002940228735181,0.015102837004747682,-0.9810762533465613,0.11754777582397669,0.5057785888077859,3288
20,208,-0.2,26,10,0.5032424515596183,0.8002940228735181,0.015102837004747682,-0.9810762533465613,0.11754777582397669,0.5057785888077859,3288
80,208,-0.8,52,5,0.5012293971178006,0.7870770488350255,0.01668726817584898,-0.9937140040557185,0.1305453564493555,0.5068337129840547,1756
60,208,-0.2,26,3,0.49895869608067767,0.7394631983906774,-0.19014986688246227,-0.9999136299934714,-0.7906355307502714,0.5021177157879363,6847
80,156,-0.8,26,3,0.4923957879236896,0.6987833820336754,0.0634373275042075,-0.948174088553347,0.5777736488081124,0.5167731629392971,2504
80,104,-0.8,26,10,0.4922577045331622,0.8873512513593458,0.0874940732309657,-0.9701967683653736,0.8623987332940304,0.4962825278810409,2690
80,208,-0.6,26,5,0.4907679839451317,0.7985410032196859,-0.06524245741765433,-0.9969896893603994,-0.39359985554227905,0.4981296758104738,4812
60,104,-0.6,52,10,0.48867200904577185,0.7692836520000402,-0.2350132283228259,-0.9991585180221388,-0.862785952398167,0.50976,3125
60,208,-0.4,52,10,0.48788481484843127,0.7300821893097441,-0.3145630220376031,-0.9999040071597286,-0.939207937811931,0.5032840722495895,3654
80,156,-0.6,26,3,0.4871592900686865,0.7288777346956632,-0.07871585286475746,-0.9937930848445052,-0.4554840839221135,0.5033276288267732,5259
