Year,Return,Ann_Ret,Sharpe,Sortino,MaxDD,Win_Rate,Active_Days
2019,0.0,0.0,0.0,0.0,0.0,0.5,0
2020,12335.496814287004,1941383029.3510497,6.708369879536727,24.624949702091996,-0.7137854807323766,0.6727272727272727,110
2021,46501576.22985034,46501576.22985034,8.16376174114548,21.90539900849219,-0.6447934281316192,0.6626984126984127,252
2022,110778571316.15488,122590714321.8266,7.184365931508421,27.83618025776248,-0.9206326277219792,0.6294820717131474,251
2023,60853101231.59,74226157298.25055,8.533700638135539,37.09211989907872,-0.810376000004546,0.716,250
2024,15918180409.370657,15918180409.370657,8.1229299724587,34.585457002966976,-0.7376112507016328,0.6785714285714286,252
2025,76888931.50955372,88910025.98397197,8.693777300666968,19.14427671433778,-0.9079647238888053,0.708,250
2026,12786.871135078742,8934866545.94768,8.988278616017576,36.61038185391556,-0.5066193785082105,0.7211538461538461,104
