Year,Return,Ann_Ret,Sharpe,Sortino,MaxDD,Trades
2019,-0.0029523809523809286,-0.0038732112146362407,-1.1456439237389604,0.0,-0.0029523809523809286,1
2020,0.11524839141531462,0.28099179389135087,1.1304177561007807,0.0,-0.04269354457377983,3
2021,1.0472426809557431,1.0472426809557431,1.3742641045252284,2.3285294202590094,-0.12046661069581888,13
2022,0.3060384825908058,0.30742850587876647,1.1558874235837286,0.4377018867586426,-0.10669933667530862,9
2023,0.27492320479326904,0.2774029005679435,1.58725734560686,0.7573706313773203,-0.09064848032123118,24
2024,0.18916031739698314,0.20041933727354655,0.5932144231008367,0.5441561785613289,-0.20814117113050334,37
2025,0.216765718292653,0.2186770171967316,1.065024588480508,0.5312751239326654,-0.1050268547408505,29
2026,0.09560978417019106,0.225846724165792,0.8200293766925938,0.2742264868729492,-0.1424334730855551,11
