ma_window,bubble_thr,mom_lb,hold_h,top_n,annual_ret,sharpe,sortino,max_dd,win_rate,n_trades,total_ret
2000,-0.5,2,78,20,0.08476742697633477,1.4989220843219841,11.898592030808192,-0.016833262354135514,84.61538461538461,13,0.6093495689416704
500,-0.3,20,130,20,0.17335288352889666,1.4881068421633976,3.389545847737461,-0.11700873223995856,77.14285714285715,35,1.5469600751360346
500,-0.8,3,104,5,0.1348438350597354,1.4880715642311853,2.858983406906063,-0.06398723071813583,83.33333333333334,18,1.0954101153349884
500,-0.8,52,104,20,0.08804562177850639,1.487107049565591,4.485706651403458,-0.0306175517141819,77.77777777777779,18,0.6380006896590176
252,-0.6,6,130,20,0.2321125059799798,1.485512450388353,3.036555308238737,-0.14487825316435954,69.44444444444444,36,2.389438872691016
500,-0.8,52,130,5,0.12611675871759975,1.4820439527697704,5.7346813395951965,-0.03882651573419571,73.33333333333333,15,1.002914413247689
500,-0.7,6,104,10,0.1423681010669715,1.476735160831747,4.025901825592861,-0.06073608046770096,80.76923076923077,26,1.1779742053704334
500,-0.7,52,65,5,0.21515962274611122,1.4749921454343888,2.664472351607352,-0.11149673706293106,72.22222222222221,36,2.125646699275194
252,-0.6,40,78,20,0.1592818809620744,1.4731360686851396,3.586531178997316,-0.1111640247103135,64.81481481481481,54,1.3734534399939786
252,-0.7,13,104,10,0.24387648181912924,1.4689553313219743,3.3975886282123127,-0.1120975593328476,64.86486486486487,37,2.583125893814574
2000,-0.6,2,20,5,0.10218845546357125,1.4646574523164007,24.244640568134535,-0.0392559895515443,90.0,20,0.7665028360108308
2000,-0.5,10,104,10,0.12045144287206577,1.462733161788015,4.636715152315701,-0.049028238117694856,83.33333333333334,12,0.9447014289137508
500,-0.8,26,130,10,0.10993101534777683,1.4616069012063952,12.931604817730776,-0.02973000130057335,80.0,15,0.8403192367266226
252,-0.6,20,130,10,0.26029595042372944,1.4609818332353737,5.235272210021972,-0.1260019083142606,66.66666666666666,36,2.868729543237501
500,-0.7,20,130,20,0.14085144255456528,1.4602774499994318,4.041046285170948,-0.06981996989250183,76.0,25,1.1611184600076614
252,-0.6,3,130,10,0.2334400299064232,1.4599409433553314,2.5960161020349535,-0.16772811355202577,72.22222222222221,36,2.4108512638892297
252,-0.1,52,104,5,0.4371823795641414,1.4581231679723834,3.9913661490156067,-0.166928263018022,60.317460317460316,63,7.339447129294362
