Year,Return,Ann_Ret,Sharpe,Sortino,MaxDD,Win_Rate,Active_Days
2019,0.0,0.0,0.0,0.0,0.0,0.5,0
2020,0.19777564043950857,0.5063764381914373,2.6764049402293475,4.446439362646203,-0.04643057378419513,0.5595238095238095,84
2021,0.6132874379008295,0.6132874379008295,3.115868857301408,6.297974690443638,-0.04676008881003357,0.5605381165919282,223
2022,0.3460004987996721,0.34759485810465995,1.507397821752541,2.7279735572131676,-0.09084341365100856,0.5024875621890548,201
2023,0.3883286381580413,0.3919775165896646,2.509759825872,4.977262629457477,-0.061285978000048535,0.5288461538461539,208
2024,0.4179741537876256,0.4179741537876256,2.381639481941603,4.024062585051841,-0.06508357446128743,0.5362318840579711,207
2025,0.9471493621229268,0.9575571990763041,3.945409757475484,8.46293131726372,-0.07465453787901544,0.5695067264573991,223
2026,0.5333859555848066,1.817395520902167,4.816722758407153,9.091587371804257,-0.0633900517192354,0.65625,96
