MA_h,Threshold,Hold_h,TopN,sharpe,sortino,maxdd,ann_ret,total_ret,win_rate,active_days
26,-0.9,13,20,1.9035934296106825,3.068099886097693,-0.1476171975320535,0.29390686900177565,5.755541422118938,0.5546503733876442,1473
156,-0.8,13,5,1.8948323254373016,2.853948990143032,-0.12478340215931094,0.26834747417255733,4.8266467651979035,0.552076242341729,1469
208,-0.8,4,20,1.8907991814170404,3.001153669185709,-0.08109932211400006,0.21715598681872583,3.2930460704037436,0.5524861878453039,1448
26,-0.8,6,20,1.8889817983668091,2.8581525724491503,-0.05985199835487398,0.1998474377012862,2.860542000986873,0.554808338937458,1487
52,-0.8,26,10,1.8872860506521916,2.8695861729263954,-0.12495742629673212,0.26266907978630893,4.635997776861159,0.5414731254147312,1507
208,-0.9,13,10,1.8806648824190901,2.6023312495247657,-0.15052701915447553,0.37691725338593285,9.712149396313206,0.5513748191027497,1382
52,-0.9,26,20,1.879180621818423,2.8636624898478695,-0.176107170485151,0.28212110941156143,5.312432790235551,0.547361299052774,1478
156,-0.7,13,10,1.8767048930184733,2.8050937689814956,-0.10865748599309621,0.2508166679730286,4.255372534462358,0.5570380253502335,1499
208,-0.8,26,5,1.872209706273453,2.8997810237012636,-0.1118222072084123,0.2982818035544126,5.926739800390744,0.5401459854014599,1507
104,-0.6,26,20,1.8680870950783006,2.7427074580762683,-0.11691273187556817,0.28355181183402456,5.364844704836099,0.5439276485788114,1548
26,-0.9,26,20,1.8673680209946268,2.7712750319941737,-0.14904972374891123,0.26600466092545316,4.747322728708339,0.5377358490566038,1484
208,-0.7,6,20,1.8656337925152706,2.796048190341955,-0.08865755651355023,0.20710958931306234,3.0371808333401438,0.5483221476510067,1490
156,-0.9,13,5,1.8610485814178654,2.428486291417601,-0.13988213299695873,0.35673663953178125,8.60141573031122,0.5357142857142857,1400
208,-0.8,13,5,1.8549121655391416,2.826515423288572,-0.11549106525869801,0.26850901108627534,4.8321508871859615,0.5390890550645819,1471
104,-0.7,13,10,1.8538125165768629,2.757951925192884,-0.11135781926853106,0.24581839842318765,4.1016537963080415,0.5415282392026578,1505
52,-0.9,13,20,1.843818472895453,2.9213984170979304,-0.11346765715068663,0.29406688620359334,5.761738036948767,0.5371900826446281,1452
52,-0.6,26,20,1.8406188759649336,2.7800697080286265,-0.11135311799775716,0.2611025817778527,4.584363031981454,0.5334632878492528,1539
156,-0.9,2,5,1.8341721273489087,3.071538866747255,-0.11777345157810859,0.27746495547460004,5.144436732177586,0.5177626606198035,1323
208,-0.7,8,10,1.8328954922348613,2.8021415567547456,-0.09136180145671602,0.21363645831941946,3.201858183116599,0.5452109845947756,1493
52,-0.5,13,20,1.8114950516793036,2.7516475401581353,-0.09244155239763274,0.2316186981442916,3.685976800901998,0.5344155844155845,1540
208,-0.9,13,5,1.8105414736151857,2.50224929260319,-0.1529016461735193,0.36064901790039605,8.808600443327103,0.5503258508327299,1381
52,-0.7,13,10,1.7978976256309245,2.7519690177305236,-0.10163877980119229,0.22979340612613863,3.6347318484392046,0.5357615894039736,1510
208,-0.6,26,20,1.7882371302564433,2.6320883198367713,-0.16968079283454207,0.26611680982143593,4.7510985123605,0.549967341606793,1531
208,-0.9,2,5,1.785671615683281,3.1234261733549746,-0.11968678940348865,0.27031727969884756,4.894072547717149,0.5084226646248086,1306
156,-0.6,26,20,1.7851407393787324,2.6371805519992955,-0.1696807928345423,0.26543628827590693,4.728219945632043,0.5631131458469588,1529
104,-0.9,4,10,1.7817984394987945,2.878675195848806,-0.15684220635674306,0.25525113711428626,4.395090183690648,0.540500736377025,1358
156,-0.7,6,20,1.7647565879331462,2.5999184249676435,-0.09718703262413053,0.19381414068121616,2.718917306145152,0.540994623655914,1488
156,-0.8,4,10,1.7625110412045895,2.86379937751557,-0.09147763546395471,0.1950425128751403,2.7473816799183304,0.5333792154163799,1453
