Lookback,Z_Thresh,Hold,TopN,Direction,Ann_Ret,Sharpe,Sortino,MaxDD,Trades,Total_Ret
10,1.0,5,5,LONG,-0.006964266300201416,0.10363839114125237,0.14895021689081528,-0.79418516,1479,-0.18585098
10,1.5,5,5,LONG,-0.006964266300201416,0.10363839114125237,0.14895021689081528,-0.79418516,1479,-0.18585098
40,2.0,5,10,LONG,0.0016967058181762695,0.1009986620208095,0.1322007093803931,-0.8425554,1473,0.05114162
40,3.0,5,5,LONG,-0.05789971351623535,0.10084696129806596,0.16529271386564348,-0.96389633,1467,-0.82705295
40,2.0,2,20,LONG,0.005800843238830566,0.09989505577970714,0.14445414692664466,-0.8854572,3681,0.18551171
40,4.0,3,20,LONG,-0.12931609153747559,0.09914371481894911,0.14700011698119125,-0.99838,2244,-0.98299253
40,4.0,3,10,LONG,-0.12931609153747559,0.09914371481894911,0.14700011698119125,-0.99838,2244,-0.98299253
40,1.5,3,20,LONG,0.012066006660461426,0.09851036795302327,0.13244839948839282,-0.6859635,2455,0.42314506
40,4.0,3,5,LONG,-0.12990731000900269,0.0982522876229898,0.14572998898554704,-0.9983915,2244,-0.98332906
40,5.0,3,20,LONG,-0.15828579664230347,0.09616833128784424,0.16412098960746724,-0.9961377,1480,-0.99371547
40,5.0,3,10,LONG,-0.15828579664230347,0.09616833128784424,0.16412098960746724,-0.9961377,1480,-0.99371547
40,5.0,3,5,LONG,-0.15828579664230347,0.09616833128784424,0.16412098960746724,-0.9961377,1480,-0.99371547
40,1.0,3,20,LONG,0.010500073432922363,0.09155349813508945,0.12075155584739454,-0.7010745,2455,0.35976326
40,2.0,5,5,LONG,-0.019679725170135498,0.0902818046552204,0.12889550877852748,-0.84900486,1473,-0.44276595
120,3.0,5,20,LONG,-0.04785889387130737,0.08691334052228095,0.128614320811405,-0.97847027,1450,-0.7637497
120,3.0,5,10,LONG,-0.047874391078948975,0.08685892338138175,0.1285194128194198,-0.97852635,1450,-0.76386267
60,4.0,10,5,LONG,-0.09786117076873779,0.08482112407735468,0.12422546548090756,-0.9985804,719,-0.9516829
60,4.0,10,20,LONG,-0.09918975830078125,0.08244947876091098,0.12079626062414095,-0.9986569,719,-0.9537332
60,4.0,10,10,LONG,-0.09918975830078125,0.08244947876091098,0.12079626062414095,-0.9986569,719,-0.9537332
60,5.0,5,20,SHORT,-0.1978689432144165,0.0815407395017165,0.09821062861498811,-0.9992317,1221,-0.9984766
60,5.0,5,5,SHORT,-0.1978689432144165,0.0815407395017165,0.09821062861498811,-0.9992317,1221,-0.9984766
60,5.0,5,10,SHORT,-0.1978689432144165,0.0815407395017165,0.09821062861498811,-0.9992317,1221,-0.9984766
40,2.0,5,20,LONG,0.0004068613052368164,0.07941527283010252,0.09922743846685078,-0.81607705,1473,0.012041092
60,3.5,2,20,LONG,-0.11132776737213135,0.07582939515709623,0.12294205657014187,-0.99711,3544,-0.96895945
60,3.5,2,10,LONG,-0.11132776737213135,0.07582939515709623,0.12294205657014187,-0.99711,3544,-0.96895945
120,3.5,2,20,LONG,-0.1221049427986145,0.07416241222050744,0.11916624888401618,-0.9944553,3511,-0.97832155
120,3.5,2,10,LONG,-0.1221049427986145,0.07416241222050744,0.11916624888401618,-0.9944553,3511,-0.97832155
