ma_window,bubble_thr,mom_lb,hold_h,top_n,annual_ret,sharpe,max_dd,win_rate,n_trades,total_ret
2000,-0.7,6,13,20,0.00020970115005747303,1.3416722846844225,-0.007737071547784469,52.94117647058824,17,0.001226966203011104
2000,-0.6,3,52,5,0.00010345544226564307,1.325326427033642,-0.00548384810815139,45.45454545454545,11,0.0006051642690836356
2000,-0.5,13,13,5,0.000627533676882619,1.2581008480760898,-0.014413393982226741,48.97959183673469,49,0.0036754347786618347
2000,-0.7,13,13,5,0.00018944863251757482,1.2580744758293818,-0.008930636578989737,64.70588235294117,17,0.001108413844031375
2000,-0.7,3,6,20,0.0008376055324219589,1.249877613148966,-0.0230331309702565,57.14285714285714,35,0.0049083146351658336
2000,-0.6,26,26,5,0.0001666940054789734,1.1811741301541132,-0.00945854519563094,58.82352941176471,17,0.000975228745021095
2000,-0.6,26,8,5,0.0006468782748683122,1.1705339075871266,-0.029221560042984707,50.0,42,0.0037889128459545063
1500,-0.9,3,4,10,0.0009901406104544375,1.1654983713110816,-0.03539146737691978,43.90243902439025,41,0.005804306412137139
2000,-0.6,13,26,10,0.00011385855657075616,1.1368295706705345,-0.00851514006428622,41.17647058823529,17,0.000666034248791636
2000,-0.7,6,6,5,0.0011198450519480652,1.1179243346059955,-0.033562063710792844,51.42857142857142,35,0.006566711830094496
1000,-0.9,2,8,5,0.0002806015552541119,1.103441877794345,-0.01132869679966364,50.0,14,0.0016420882898424694
2000,-0.6,3,6,5,0.0012301382005011074,1.0948963926362205,-0.03671148909886146,52.72727272727272,55,0.007215394107740858
2000,-0.8,10,13,10,0.0001207216801659694,1.0875621596688536,-0.006577233350669176,70.0,10,0.0007061929613516593
2000,-0.5,6,13,5,0.0005373961551646822,1.037825716256535,-0.015988328755477177,48.97959183673469,49,0.003146815921408308
2000,-0.9,10,2,5,0.0009757113576216447,1.0066220017906906,-0.055043837855155986,45.0,20,0.005719520561302316
1000,-0.9,3,6,10,0.0002861787217336431,0.9980569247432426,-0.016593819411153787,41.17647058823529,17,0.00167474866885442
2000,-0.5,2,13,5,0.0005490441412465685,0.9673547607494779,-0.021732679926206422,55.10204081632652,49,0.0032151134983406937
2000,-0.8,13,4,5,0.00036734227597357005,0.9463872685342016,-0.021467639242522818,58.333333333333336,24,0.002150149524042577
2000,-0.8,20,6,20,0.0002472383556813007,0.9408913039689897,-0.015519224738944182,52.94117647058824,17,0.0014467288854091986
2000,-0.6,40,20,10,0.00014850856663617407,0.9286336059799922,-0.011175621577422357,45.0,20,0.0008687981206443318
2000,-0.8,13,2,5,0.0013179190446024336,0.9124183125924761,-0.05073990957037833,52.27272727272727,44,0.007731919308138657
2000,-0.7,3,26,5,7.7137706253394e-05,0.8920863903788111,-0.006276819411562329,40.0,10,0.0004511894652656778
2000,-0.7,6,8,5,0.0004167668813628289,0.8859957519990347,-0.017014571942680634,50.0,26,0.0024397368407826914
1000,-0.8,3,8,5,0.0007830864131113113,0.8827765564685788,-0.020092772721075458,41.7910447761194,67,0.0045882296269290634
2000,-0.7,10,4,5,0.0012010772725181695,0.8781062865464607,-0.05492780895784144,54.166666666666664,48,0.007044440454138101
2000,-0.6,3,8,20,0.0004639247890640963,0.7788787591621218,-0.016141281288129194,45.23809523809524,42,0.0027161078524831073
2000,-0.8,10,2,5,0.0010570979208741615,0.6966179039901136,-0.06549584448871182,43.18181818181818,44,0.006197823081924181
2000,-0.7,20,8,5,0.00023404445662245088,0.6845750788495553,-0.017806636369429918,50.0,26,0.0013694802554191643
2000,-0.9,3,2,10,0.00046065377373061267,0.6668242524997009,-0.046829297958420724,55.00000000000001,20,0.0026969358833925927
2000,-0.7,3,2,10,0.001589156089840671,0.6398680618597132,-0.06301084755829411,44.31818181818182,88,0.009329336032231517
2000,-0.6,20,40,10,3.2050921216608685e-05,0.6126396613392435,-0.005347505978736233,41.66666666666667,12,0.00018744992965458174
2000,-0.6,10,2,5,0.00243737519256082,0.6021572511339,-0.10545560917470365,45.07042253521127,142,0.014338369644911753
