lookback,sigma,flip_hold_days,top_n,Sharpe,Sortino,Total_Return,Max_DD,n_trades
120,3.0,2,10,-1.5323435152005902,-1.6634672216562556,-0.9953233748121537,-0.9957477582388807,1195
20,2.5,2,5,-1.5371804019339417,-1.8090826098680142,-0.9852726833766207,-0.9853021419574516,1314
40,3.0,1,10,-1.5389738691345585,-1.6016886835472788,-0.9897040937269607,-0.9900596721184013,1180
10,2.5,0,20,-1.5390645074238896,-1.6427569215559015,-0.925561336773661,-0.9286548697538521,959
120,3.0,2,20,-1.5406781591767136,-1.6719975635347006,-0.995418519151932,-0.9958342686430052,1195
40,3.0,5,20,-1.5418535717566406,-1.718396862215451,-0.9985374073380864,-0.9986373559573842,1179
120,3.0,3,5,-1.5442782118792415,-1.6052490749806545,-0.9982483719822198,-0.9983325530914801,1195
40,3.0,1,20,-1.5488515519047068,-1.6141795428417247,-0.9898271158098675,-0.9901784455229313,1180
10,2.5,0,10,-1.552660148785487,-1.660838250582239,-0.9269950173681563,-0.9300289692380762,959
60,2.5,2,5,-1.558882337162029,-1.9408501193990912,-0.9860264834898813,-0.9860973759637426,1360
120,3.0,3,10,-1.5673331450266945,-1.6227114505227058,-0.9983580886275116,-0.998437638956292,1195
10,2.5,0,5,-1.5743732083417359,-1.6852971011981164,-0.9297510001424888,-0.933042033333223,959
20,2.5,3,10,-1.5790129345860677,-1.8544752936335553,-0.9930264647007079,-0.9934014248735721,1315
120,3.0,1,5,-1.583936625215652,-1.6827399400209402,-0.9911717834422353,-0.992255257651018,1195
120,3.0,3,20,-1.587464368764946,-1.642869838591639,-0.9984747728262408,-0.9985486698252933,1195
120,3.0,1,20,-1.5896316426093153,-1.6867249530750086,-0.9912985307528612,-0.9924217199451136,1195
120,2.5,4,5,-1.5926908998415252,-1.9648770394242783,-0.9982323540272959,-0.9983676988741904,1335
20,2.5,4,10,-1.592818684195324,-1.8843686891862128,-0.9956126543340652,-0.9958352835878259,1315
40,2.5,2,5,-1.5960742770467096,-2.0434194887927597,-0.9885618758052108,-0.9888056658569455,1365
120,2.5,4,20,-1.6038376897621267,-1.9596375531562815,-0.9982224102113801,-0.998341776491072,1337
120,3.0,1,10,-1.6043455789013346,-1.7032667822721081,-0.9917160947685916,-0.9927853846277289,1195
20,2.5,5,5,-1.6146026910584637,-1.916786168934093,-0.9974009283252652,-0.9976319592308057,1313
60,2.5,5,10,-1.6201509818333073,-2.0993614142486536,-0.997699239411589,-0.997699239411589,1359
20,2.5,1,5,-1.6234375384635589,-1.9101549364464716,-0.9770944798913725,-0.978007743706962,1314
40,2.5,3,10,-1.6352274374986824,-2.0601223309870598,-0.9946357763736395,-0.994862975149371,1366
120,2.5,4,10,-1.636706958524009,-2.0033078693955266,-0.9984346103490204,-0.9985491822492856,1335
20,2.5,4,20,-1.6463718952823054,-1.9482791275787439,-0.9962390833226421,-0.9964225958511338,1316
20,2.5,2,10,-1.6466110278519315,-1.9320675834171819,-0.9876484220026109,-0.9878461481817128,1315
20,2.5,3,20,-1.6512528205477035,-1.93112186130473,-0.9942384799776156,-0.9945370786222998,1316
10,2.0,5,5,-1.655791195419832,-2.3544951620242065,-0.9944816362426869,-0.9954954601013429,1427
40,2.5,5,10,-1.665481166836539,-2.109509893923416,-0.9977580600965896,-0.9977923593317798,1364
60,2.5,3,10,-1.6661461373680315,-2.0411178387779447,-0.9947648983756111,-0.9949566407156316,1361
60,2.5,5,20,-1.6758605982919053,-2.16674663015065,-0.9980744883091676,-0.9980744883091676,1361
40,2.5,3,20,-1.6793631249033227,-2.1223896553977784,-0.9952053580139226,-0.9953990057676536,1367
60,2.5,3,20,-1.6908453041924314,-2.0698753344069387,-0.9949907960857094,-0.9951456431228319,1363
20,2.5,2,20,-1.6956877198840867,-1.9933983604864114,-0.9889007569465981,-0.9890568158065781,1316
10,2.0,4,5,-1.7016874105072919,-2.3361347644445356,-0.9937638619352246,-0.9953024695290533,1428
120,4.0,0,5,-1.7067127992567668,-1.445533746084468,-0.9741738400068235,-0.9757357203709977,860
40,2.5,5,20,-1.727605486843366,-2.189572600133716,-0.9981890161736949,-0.9982130610989732,1365
20,2.5,5,10,-1.7310955916805588,-2.0459412692775696,-0.9980935992339296,-0.9982568054110917,1314
20,2.5,1,10,-1.7322491670784381,-2.026597241784363,-0.9805242325606862,-0.9812164986187335,1315
120,4.0,0,10,-1.7515680827304394,-1.482181076777005,-0.9757504933234836,-0.9769517732207712,860
120,4.0,0,20,-1.7546771487258894,-1.4830461303590277,-0.9758463283687098,-0.9771985176031103,860
60,2.5,2,20,-1.7600731430428376,-2.1810463105064892,-0.9912444743314325,-0.9912444743314325,1363
60,2.5,2,10,-1.7613305958161323,-2.176484139187441,-0.9915305376905459,-0.991568259662194,1361
40,2.5,2,10,-1.7654150945574787,-2.2303088854935345,-0.9921395608490692,-0.992244407168217,1366
40,2.5,2,20,-1.771002622752485,-2.24117751749467,-0.9921615619557052,-0.9922502367882705,1367
20,2.5,1,20,-1.7820149686935283,-2.0802825388043407,-0.9823757672204205,-0.9829673232578262,1316
120,2.5,5,5,-1.7949926157225753,-2.2311701114306435,-0.9993527022975212,-0.9994264531577033,1334
20,2.5,5,20,-1.7975474737237342,-2.1222347479802584,-0.998464697492814,-0.99859325190044,1315
120,2.5,3,5,-1.8270870671375892,-2.173108130992333,-0.9980494263066603,-0.9983539530318045,1336
120,2.5,3,10,-1.849703608452898,-2.1933597955302653,-0.9981337026317885,-0.9984250720005169,1336
120,2.5,5,10,-1.8570525404467533,-2.2853617020932098,-0.9995041249228105,-0.9995606232130803,1334
120,2.5,3,20,-1.8582590264795262,-2.2031150752032365,-0.9981780746651722,-0.9984533977632325,1338
120,2.5,5,20,-1.8606615753948472,-2.287995810464287,-0.9995033441194174,-0.9995567569829423,1336
60,3.5,0,5,-1.86084487365086,-1.7078976591946986,-0.9790372062301105,-0.9822700393298749,999
10,2.0,5,10,-1.8908222585935872,-2.650414336075397,-0.9970563619620088,-0.9974090522909952,1434
10,2.0,4,10,-1.895850167049467,-2.5983734098815243,-0.9959442384441477,-0.9966485018101161,1435
120,2.5,2,5,-1.9091062456368169,-2.3111468646202,-0.9964526860805085,-0.9968007073118323,1336
60,3.5,0,10,-1.9260241142256433,-1.7609266273509327,-0.9808080170676852,-0.9835119717294527,999
120,2.5,2,20,-1.935701792446916,-2.359408893511342,-0.9966698979470147,-0.9969807187025274,1338
60,3.5,0,20,-1.941526147544762,-1.77363734036358,-0.9812951463841498,-0.983928939826567,999
10,2.0,3,5,-1.9576499993938161,-2.606093293332113,-0.994289540947672,-0.995395606287523,1429
120,2.5,2,10,-1.974690363152426,-2.3923708063711975,-0.9970441613563639,-0.9973341539050076,1336
120,2.5,1,20,-1.9868758547304473,-2.331389604701488,-0.9947005623994518,-0.9958901162348884,1338
120,2.5,1,5,-1.9884539393750298,-2.3219183267678174,-0.9946886950786198,-0.9960672638484848,1336
10,2.0,2,5,-1.988799254780921,-2.5852607368139675,-0.9896916044963087,-0.9908840996469273,1429
60,3.0,0,5,-2.00972612133124,-1.9221448693523255,-0.9850494143901924,-0.9852551833554183,1187
120,2.0,4,5,-2.016161396522691,-2.569157438950317,-0.9988793621236955,-0.9989014231762723,1431
10,2.0,4,20,-2.0246209905057957,-2.76475747621237,-0.9971287792515302,-0.9975750110376546,1443
120,2.5,1,10,-2.0345807928191135,-2.375608378789637,-0.9953192742350232,-0.9964137435151886,1336
60,2.5,1,5,-2.059457631395522,-2.3569153962029645,-0.9910687156372205,-0.9910687156372205,1360
60,3.0,0,10,-2.0669691848276552,-1.9757373547020827,-0.9862609233101337,-0.9864500179494619,1187
10,2.0,5,20,-2.0801784058721924,-2.8751260932574354,-0.99828654523553,-0.9984464192401487,1442
60,3.0,0,20,-2.0822317572040374,-1.9910074216886111,-0.9865725936083248,-0.9867287495963051,1188
40,2.5,1,5,-2.0975618327292618,-2.4835981231565434,-0.9918859813089186,-0.9920280895430554,1365
120,2.0,3,5,-2.1309821523695582,-2.561252578118328,-0.9983141966908465,-0.998430782753342,1432
120,2.0,5,5,-2.131117252942781,-2.702310513573993,-0.9994200375041329,-0.9994324232119,1430
60,2.0,4,5,-2.146483685471472,-2.905954703733541,-0.9983861133676389,-0.9984443830262907,1443
120,2.0,4,20,-2.1563706870126813,-2.727518472764907,-0.9991528404741364,-0.9992038947221544,1437
120,2.0,4,10,-2.16444723704806,-2.7166614374539195,-0.9992026839024116,-0.9992564300393934,1433
20,2.0,4,5,-2.1896761634853843,-2.8992877444279994,-0.9980282253966412,-0.9981812951282637,1456
60,2.5,1,10,-2.2077718658833176,-2.5315337054378526,-0.9934612118857636,-0.9934612118857636,1361
10,2.0,3,10,-2.219021145883157,-2.960505281262155,-0.9964460650692388,-0.9969502267078727,1436
40,2.0,5,5,-2.219925635618976,-2.8294311305858377,-0.9992207439379164,-0.9992207439379164,1443
60,2.5,1,20,-2.223094536876439,-2.533731692886596,-0.993491682054398,-0.993491682054398,1363
40,2.0,4,5,-2.230635587592988,-2.80870282148607,-0.9988718991638081,-0.9988722841080686,1444
40,2.5,1,10,-2.2379991828703187,-2.646004777638172,-0.9936489640132253,-0.9937273901703615,1366
40,2.5,1,20,-2.252477746849248,-2.666369413364559,-0.9936932898230516,-0.9937583805402896,1367
120,2.0,3,10,-2.2725157560690077,-2.712541434818114,-0.9987600573694349,-0.9988747083932021,1434
120,2.0,5,10,-2.273993739839797,-2.876079407911742,-0.9996090813635597,-0.9996383701500774,1432
10,2.0,2,10,-2.2752592943728462,-2.9633498847598236,-0.9932520459721379,-0.993910259622241,1436
120,2.0,5,20,-2.294545285395378,-2.927642563233409,-0.999625850139746,-0.9996492750925265,1436
20,2.0,5,5,-2.309407685052207,-2.954189105975782,-0.999397745831706,-0.9994336808086579,1455
60,2.0,5,5,-2.318507528937866,-3.133529254682282,-0.9993381239850035,-0.9993698392979669,1442
120,3.5,0,5,-2.3185483555383537,-2.0577130291077737,-0.9940852193747863,-0.9940852193747863,1022
120,2.0,3,20,-2.323160438480566,-2.8115003108910535,-0.9988722102339734,-0.9989575799624327,1438
20,2.0,3,5,-2.33138590585659,-2.9228217611440552,-0.997594787076638,-0.9978525955320381,1457
10,2.0,3,20,-2.3355002569631544,-3.108125772831059,-0.9972614883985018,-0.9976405009265019,1444
120,2.0,2,5,-2.3367547060806966,-2.806293801423015,-0.9966659664407426,-0.9966659664407426,1432
60,2.0,3,5,-2.3391996569046962,-3.0448724069109803,-0.9981477485996645,-0.9981784719858076,1444
40,2.0,3,5,-2.3455947772917796,-2.9363779353206847,-0.9981915832927666,-0.9981915832927666,1445
10,2.0,2,20,-2.353274689685621,-3.0960788709545928,-0.9940050438003304,-0.994547433008483,1444
120,3.5,0,10,-2.358137504433765,-2.0844860238603578,-0.9942959869060857,-0.9942959869060857,1022
120,3.5,0,20,-2.363148096574464,-2.0861102558604716,-0.9943350205979039,-0.9943350205979039,1022
10,2.0,1,5,-2.3701348099541937,-3.0059885939469084,-0.9875131832543145,-0.9884793748383092,1429
60,2.0,4,20,-2.4098515698381395,-3.221083433217332,-0.9992002924169894,-0.99923505677541,1448
40,3.0,0,5,-2.4179113338693377,-2.326520754494979,-0.9923095983348399,-0.9923095983348399,1180
60,2.0,4,10,-2.419446648351003,-3.240896336726966,-0.99919939748229,-0.9992307639934593,1446
120,2.0,1,5,-2.4619050367453768,-3.08597484181166,-0.9944585604729872,-0.9944585604729872,1432
40,2.0,5,10,-2.47944904559008,-3.137215298725452,-0.9995792878715158,-0.9995792878715158,1446
40,3.0,0,10,-2.4846438539421865,-2.382811005497371,-0.9929702969639194,-0.9929702969639194,1180
40,2.0,4,10,-2.488342593085237,-3.089785106517708,-0.9993249121143859,-0.9993250505256699,1447
40,3.0,0,20,-2.4918497209122967,-2.3900748885610836,-0.9929516350255488,-0.9929516350255488,1180
120,2.0,2,10,-2.5334443100415784,-3.0161923033340576,-0.9977006776409187,-0.9977460998654295,1434
60,2.0,5,10,-2.53853783960733,-3.3794034699344104,-0.9996656546392761,-0.9996793793671023,1445
20,2.0,2,5,-2.548558569132172,-3.2370159867232116,-0.9965105163812389,-0.9965105163812389,1457
120,3.0,0,5,-2.5548383148556146,-2.4859950167865863,-0.9957838793140793,-0.9959886168058615,1195
120,2.0,2,20,-2.5563252749525147,-3.0997844573952587,-0.9978296758521383,-0.9978855913495821,1438
60,2.0,2,5,-2.5629365490424525,-3.3197719949566724,-0.9971339579971865,-0.9971496291722797,1444
40,2.0,2,5,-2.5748854512784574,-3.2448310763636403,-0.9970891010949063,-0.9970891010949063,1445
40,2.0,3,10,-2.580972759676917,-3.1907309978897125,-0.9988278806880195,-0.9988278806880195,1448
60,2.0,3,10,-2.5880800082836015,-3.3082763936288115,-0.9989935463178388,-0.9990043701363152,1447
40,2.0,4,20,-2.5956708343015693,-3.2172682946920794,-0.9995107794329378,-0.9995160834132558,1448
60,2.0,5,20,-2.596888093621115,-3.471711976562608,-0.9997177837627547,-0.9997283942817049,1447
120,3.0,0,20,-2.599943496013579,-2.516849221048204,-0.9959010050362742,-0.9961233385037009,1195
120,3.0,0,10,-2.6027710482679383,-2.5250789049558775,-0.9959718312065938,-0.9961903229937621,1195
10,2.0,1,10,-2.620475716303516,-3.293505162586035,-0.9903340915558884,-0.9911489171755195,1436
20,2.0,4,10,-2.637898205464013,-3.501085993854692,-0.9993063407739057,-0.9993237666132926,1462
120,2.0,1,10,-2.649692218032384,-3.3086382289390546,-0.9957916916509144,-0.9958687204836902,1434
40,2.0,5,20,-2.657790565045738,-3.3672445895654026,-0.9997440313289195,-0.9997440313289195,1447
60,2.0,3,20,-2.667260732654763,-3.389045851050802,-0.9991735704834234,-0.9991800374057436,1449
20,2.0,4,20,-2.674421856947877,-3.5468359610425315,-0.9994185691393764,-0.9994331756210763,1467
20,2.5,0,5,-2.6849587727824265,-3.0007318158201137,-0.98604107716195,-0.9860750571128829,1314
20,2.0,5,10,-2.7010102895697936,-3.4376633801752257,-0.9997879550812137,-0.9997926967923648,1461
10,2.0,1,20,-2.7120460684460173,-3.3718461750702753,-0.9914476102485362,-0.9921706821638899,1444
120,2.0,1,20,-2.7172772706257002,-3.41611598583467,-0.9962525787194816,-0.9963301439655854,1438
40,2.0,3,20,-2.740751522370891,-3.3927639938605902,-0.9991931392434336,-0.9991931392434336,1449
20,2.0,3,10,-2.7936684866526806,-3.5306861748888188,-0.9990355516167351,-0.9990471162580817,1463
20,2.0,5,20,-2.815287314115726,-3.5866326368069537,-0.9998608112473822,-0.9998639237617692,1466
20,2.5,0,10,-2.828267275447505,-3.133466501544678,-0.9875793153777455,-0.9876859709878699,1315
40,2.0,1,5,-2.85645548577059,-3.5508068619859636,-0.9958570671686326,-0.9958570671686326,1445
20,2.5,0,20,-2.8600373753485906,-3.153814933915281,-0.9880184954255082,-0.9881213798251581,1316
40,2.0,2,10,-2.866741689443051,-3.5838078484320026,-0.9981787685874164,-0.9981787685874164,1448
20,2.0,3,20,-2.9002463443110433,-3.65822515685539,-0.9992795680746989,-0.9992882067296807,1468
60,2.0,1,5,-2.9254825229978607,-3.816420707349873,-0.9966017202290518,-0.9966415249565382,1444
60,2.0,2,10,-2.932702129983307,-3.6937811556160467,-0.9985947932539898,-0.9985950828200454,1447
60,2.0,2,20,-2.949657005081752,-3.7536826076846257,-0.9986542005157147,-0.9986585349821819,1449
60,2.5,0,5,-2.973814479628712,-2.973974669361163,-0.9942404763127809,-0.9942404763127809,1360
20,2.0,1,5,-2.977585450294824,-3.5477674223046978,-0.9959601471395718,-0.9959690314615413,1457
120,2.5,0,20,-3.004176831238651,-2.975569552949268,-0.9956160449417818,-0.9961798090416104,1338
120,2.5,0,5,-3.0135258684276325,-2.995125370708178,-0.9960785261387883,-0.9966097101780949,1336
20,2.0,2,10,-3.0188135284224735,-3.7709789299780963,-0.9982804504100335,-0.9982804504100335,1463
40,2.0,2,20,-3.043345746156849,-3.8024822259308744,-0.9987655138112742,-0.9987655138112742,1449
120,2.5,0,10,-3.0503784998651886,-3.0320887755031496,-0.9960662607159826,-0.9965455514931995,1336
20,2.0,2,20,-3.101151746744062,-3.888916208860195,-0.9985873395567826,-0.9985873395567826,1468
60,2.5,0,20,-3.122024591124731,-3.096451431719713,-0.9950221177992155,-0.9950221177992155,1363
60,2.5,0,10,-3.1281157968415942,-3.1131988671209037,-0.9951690691738267,-0.9951690691738267,1361
40,2.0,1,10,-3.141098135726115,-3.8823079621123706,-0.99697400361974,-0.99697400361974,1448
60,2.0,1,10,-3.304394395980553,-4.156915530467376,-0.9981207870532561,-0.9981341606520381,1447
40,2.0,1,20,-3.33008303895969,-4.114055704694649,-0.9978376539251078,-0.9978376539251078,1449
60,2.0,1,20,-3.3934751949475594,-4.25539600667569,-0.9983730528692172,-0.998380878945384,1449
40,2.5,0,5,-3.485996661672197,-3.9654960790514284,-0.995422084853205,-0.995422084853205,1365
20,2.0,1,10,-3.4914451450928965,-4.077585138155462,-0.9978873169186947,-0.9978873169186947,1463
20,2.0,1,20,-3.5684009112959507,-4.144262540867353,-0.9981925420074224,-0.9981925420074224,1468
40,2.5,0,10,-3.6510826362641917,-4.123264592668721,-0.9960299829492097,-0.9960299829492097,1366
40,2.5,0,20,-3.66282801536088,-4.113686095655381,-0.9960111738991886,-0.9960111738991886,1367
10,2.0,0,5,-3.8443248172869207,-4.910362155255646,-0.9914187053550256,-0.9917110415485567,1429
10,2.0,0,10,-4.1400839354912575,-5.212034460228695,-0.9925723947021028,-0.9926061740215324,1436
10,2.0,0,20,-4.207872656708005,-5.272369240156977,-0.9928070580039557,-0.9928070580039557,1444
60,2.0,0,5,-4.268214835125947,-5.226685828832515,-0.9958106396972504,-0.9958106396972504,1444
120,2.0,0,5,-4.302395341622493,-4.927412846922793,-0.9969722498425735,-0.9969880836951778,1432
20,2.0,0,5,-4.442243561931357,-5.135078297475072,-0.9961981405529092,-0.9961981405529092,1457
120,2.0,0,10,-4.500062843786144,-5.056020993039906,-0.9972679587233045,-0.9972707748080085,1434
120,2.0,0,20,-4.518530184860355,-5.026695264298454,-0.9972948245942351,-0.9972948245942351,1438
40,2.0,0,5,-4.5303453719007605,-5.47566066371895,-0.9964470787778932,-0.9964470787778932,1445
60,2.0,0,10,-4.757299021159789,-5.600079478689339,-0.9971282161953349,-0.9971282161953349,1447
60,2.0,0,20,-4.823215150198717,-5.653199687227703,-0.9973391287294006,-0.9973391287294006,1449
40,2.0,0,10,-4.965428350631965,-5.7961300688545165,-0.9972243973189319,-0.9972243973189319,1448
20,2.0,0,10,-5.061593467290313,-5.678932677106379,-0.9976378444268381,-0.9976378444268381,1463
40,2.0,0,20,-5.086153812390797,-5.8789603360402465,-0.9974476227373917,-0.9974476227373917,1449
20,2.0,0,20,-5.18334615084245,-5.732796702112226,-0.9978304920920956,-0.9978304920920956,1468
10,3.0,0,5,,,0.0,0.0,0
10,3.0,0,10,,,0.0,0.0,0
10,3.0,0,20,,,0.0,0.0,0
10,3.0,1,5,,,0.0,0.0,0
10,3.0,1,10,,,0.0,0.0,0
10,3.0,1,20,,,0.0,0.0,0
10,3.0,2,5,,,0.0,0.0,0
10,3.0,2,10,,,0.0,0.0,0
10,3.0,2,20,,,0.0,0.0,0
10,3.0,3,5,,,0.0,0.0,0
10,3.0,3,10,,,0.0,0.0,0
10,3.0,3,20,,,0.0,0.0,0
10,3.0,4,5,,,0.0,0.0,0
10,3.0,4,10,,,0.0,0.0,0
10,3.0,4,20,,,0.0,0.0,0
10,3.0,5,5,,,0.0,0.0,0
10,3.0,5,10,,,0.0,0.0,0
10,3.0,5,20,,,0.0,0.0,0
10,3.5,0,5,,,0.0,0.0,0
10,3.5,0,10,,,0.0,0.0,0
10,3.5,0,20,,,0.0,0.0,0
10,3.5,1,5,,,0.0,0.0,0
10,3.5,1,10,,,0.0,0.0,0
10,3.5,1,20,,,0.0,0.0,0
10,3.5,2,5,,,0.0,0.0,0
10,3.5,2,10,,,0.0,0.0,0
10,3.5,2,20,,,0.0,0.0,0
10,3.5,3,5,,,0.0,0.0,0
10,3.5,3,10,,,0.0,0.0,0
10,3.5,3,20,,,0.0,0.0,0
10,3.5,4,5,,,0.0,0.0,0
10,3.5,4,10,,,0.0,0.0,0
10,3.5,4,20,,,0.0,0.0,0
10,3.5,5,5,,,0.0,0.0,0
10,3.5,5,10,,,0.0,0.0,0
10,3.5,5,20,,,0.0,0.0,0
10,4.0,0,5,,,0.0,0.0,0
10,4.0,0,10,,,0.0,0.0,0
10,4.0,0,20,,,0.0,0.0,0
10,4.0,1,5,,,0.0,0.0,0
10,4.0,1,10,,,0.0,0.0,0
10,4.0,1,20,,,0.0,0.0,0
10,4.0,2,5,,,0.0,0.0,0
10,4.0,2,10,,,0.0,0.0,0
10,4.0,2,20,,,0.0,0.0,0
10,4.0,3,5,,,0.0,0.0,0
10,4.0,3,10,,,0.0,0.0,0
10,4.0,3,20,,,0.0,0.0,0
10,4.0,4,5,,,0.0,0.0,0
10,4.0,4,10,,,0.0,0.0,0
10,4.0,4,20,,,0.0,0.0,0
10,4.0,5,5,,,0.0,0.0,0
10,4.0,5,10,,,0.0,0.0,0
10,4.0,5,20,,,0.0,0.0,0
10,5.0,0,5,,,0.0,0.0,0
10,5.0,0,10,,,0.0,0.0,0
10,5.0,0,20,,,0.0,0.0,0
10,5.0,1,5,,,0.0,0.0,0
10,5.0,1,10,,,0.0,0.0,0
10,5.0,1,20,,,0.0,0.0,0
10,5.0,2,5,,,0.0,0.0,0
10,5.0,2,10,,,0.0,0.0,0
10,5.0,2,20,,,0.0,0.0,0
10,5.0,3,5,,,0.0,0.0,0
10,5.0,3,10,,,0.0,0.0,0
10,5.0,3,20,,,0.0,0.0,0
10,5.0,4,5,,,0.0,0.0,0
10,5.0,4,10,,,0.0,0.0,0
10,5.0,4,20,,,0.0,0.0,0
10,5.0,5,5,,,0.0,0.0,0
10,5.0,5,10,,,0.0,0.0,0
10,5.0,5,20,,,0.0,0.0,0
20,5.0,0,5,,,0.0,0.0,0
20,5.0,0,10,,,0.0,0.0,0
20,5.0,0,20,,,0.0,0.0,0
20,5.0,1,5,,,0.0,0.0,0
20,5.0,1,10,,,0.0,0.0,0
20,5.0,1,20,,,0.0,0.0,0
20,5.0,2,5,,,0.0,0.0,0
20,5.0,2,10,,,0.0,0.0,0
20,5.0,2,20,,,0.0,0.0,0
20,5.0,3,5,,,0.0,0.0,0
20,5.0,3,10,,,0.0,0.0,0
20,5.0,3,20,,,0.0,0.0,0
20,5.0,4,5,,,0.0,0.0,0
20,5.0,4,10,,,0.0,0.0,0
20,5.0,4,20,,,0.0,0.0,0
20,5.0,5,5,,,0.0,0.0,0
20,5.0,5,10,,,0.0,0.0,0
20,5.0,5,20,,,0.0,0.0,0
