lookback,sigma,flip_hold_days,top_n,Sharpe,Sortino,Total_Return,Max_DD,n_trades
40,2.5,5,5,-1.4564735724973552,-1.8704092292936925,-0.995699619971717,-0.9958073887502374,1363
40,2.5,4,10,-1.4602982536658062,-1.8938172013624524,-0.9937307285774204,-0.9937421651085676,1365
20,2.5,3,5,-1.4625655658554915,-1.709825655627516,-0.991006391920198,-0.9914835260141949,1314
120,3.0,5,10,-1.4678998366126248,-1.6239359004840408,-0.9989945202642044,-0.9990347725361549,1194
40,3.0,1,5,-1.4682492812751995,-1.5417363071145629,-0.9878143686117861,-0.9883985569619782,1180
60,2.5,4,10,-1.478790693472911,-1.9323507518452583,-0.9943307484663305,-0.9944043713307279,1360
40,2.5,4,20,-1.4829079488521781,-1.9229719767909772,-0.9941832824649961,-0.9942114775239419,1366
40,2.5,3,5,-1.4836371551846428,-1.8989186221189578,-0.9921948635978465,-0.9930101622757901,1365
60,2.5,4,20,-1.4911175876134026,-1.9488785547962955,-0.9945268468380334,-0.9946071661748361,1362
120,3.0,5,20,-1.497793053145039,-1.6585523274568974,-0.9991001561259281,-0.9991361794877549,1194
20,2.5,4,5,-1.4993253614367597,-1.7676159783605403,-0.9944809072465218,-0.994778096115058,1314
40,3.0,4,10,-1.5031499270544126,-1.6390226241635588,-0.9976799971432689,-0.9977682017157387,1180
40,3.0,4,20,-1.511806817679103,-1.6516425012148455,-0.9977139567019558,-0.997800870160345,1180
120,3.0,2,5,-1.5188888598304648,-1.6480880237567979,-0.9951060197967664,-0.995493221537073,1195
40,3.0,5,10,-1.5319461001197192,-1.7017605508851683,-0.9985105944116436,-0.9986123753353465,1179
