UnivSize,MA_h,Threshold,Hold_h,TopN,sharpe,sortino,maxdd,ann_ret,total_ret,win_rate,active_days
80,52,-0.6,26,3,1.5153808880994324,2.219881305603194,-0.17009911867439342,0.24515580083934485,4.081571016207305,0.5286103542234333,1468
60,156,-0.6,4,10,1.513428237931685,2.335937965214273,-0.1365628766048449,0.1927523866291696,2.6944647843025336,0.5309242529534399,1439
60,52,-0.4,13,3,1.5127866196231583,2.342327207358306,-0.14080734861184696,0.2310509959458329,3.6699863418125833,0.5105513955071477,1469
60,52,-0.2,13,10,1.5121402594013449,2.303349859356211,-0.16838764057877065,0.217466130652326,3.301163075425399,0.527891156462585,1470
80,156,-0.6,13,3,1.5119340083552415,2.350363976307814,-0.17142391683979474,0.23303708273607326,3.7261355969381,0.5405777166437414,1454
40,52,-0.2,13,10,1.5114607635877653,2.3564527609683106,-0.17264846540978107,0.241784843561482,3.980455600516347,0.5252043596730245,1468
80,52,-0.8,52,10,1.511345667217338,2.18944970733921,-0.21364898544121702,0.26659818766397736,4.767329731768147,0.5251700680272109,1470
40,52,-0.8,26,3,1.5093653169031342,2.244855657967541,-0.2374144974216993,0.3434981414620011,7.928170016211645,0.5256944444444445,1440
40,104,-0.6,4,5,1.5080137100085256,2.13824922952823,-0.169458277026177,0.21969776036767685,3.359961211131383,0.5410764872521246,1412
80,52,-0.8,52,3,1.5076542854155595,2.235624533387814,-0.214534098531589,0.26599591422461843,4.747028338497016,0.5183673469387755,1470
80,208,-0.8,8,3,1.5053695165927947,2.117713849585688,-0.16586386427534094,0.25984700972763997,4.543272961540039,0.5116104868913858,1335
80,104,-0.6,26,10,1.5051604675113912,2.2623578919134713,-0.183733595313457,0.2576145167090158,4.4708577531103675,0.5279291553133515,1468
80,52,-0.2,13,10,1.5040366032380603,2.274684887759291,-0.14924932576776273,0.19849368682135804,2.828364794300026,0.5272108843537415,1470
60,156,-0.6,13,10,1.5025196147350706,2.124517290103228,-0.18485583350226698,0.2715472823402312,4.936516577964069,0.5365517241379311,1450
20,52,-0.4,8,3,1.5019380401258484,2.280720889645856,-0.11721060044373854,0.22764164730880743,3.5749446281426005,0.5339739190116678,1457
60,52,-0.2,13,5,1.5004660269384806,2.3233414987129852,-0.16527844634704403,0.21565760626989294,3.254017226689654,0.5306122448979592,1470
80,156,-0.6,8,10,1.488446859088512,2.365993461888593,-0.13702161057078222,0.19625579866629406,2.7756812915554088,0.5271851342050929,1453
60,156,-0.6,13,5,1.4863501234623901,2.0850625407872543,-0.17778926674683204,0.26697975373684213,4.7802236145725105,0.5386206896551724,1450
60,52,-0.4,26,3,1.4840077806375336,2.189331605918469,-0.20768788629533608,0.25584149477440365,4.4139308750659945,0.5333333333333333,1470
80,52,-0.4,26,3,1.4826564914420761,2.157010926310312,-0.18417108535537496,0.23467591286851497,3.7729063202256192,0.5319727891156463,1470
20,52,-0.4,13,3,1.477109129196237,2.335518428535222,-0.1578399280841707,0.25615541611848447,4.4239725309279185,0.5202193283070596,1459
80,104,-0.6,26,5,1.4767385919022467,2.206107788751994,-0.19818435084306985,0.252722754269739,4.315039499461568,0.5306539509536785,1468
20,52,-0.4,4,10,1.476622191956681,2.4207124094508523,-0.10583838165719983,0.2041108097548936,2.963411455081727,0.5330578512396694,1452
80,104,-0.6,26,3,1.47417907003008,2.229711782075668,-0.20352305530823045,0.2528811356427634,4.320023638692238,0.5177111716621253,1468
80,104,-0.4,13,5,1.473758302394063,2.232314183352512,-0.17733074998101195,0.21164859434769445,3.1510986874825972,0.5252043596730245,1468
60,52,-0.8,4,10,1.4710833109534793,2.0529075839099598,-0.22588832044774076,0.24969776277081657,4.220617647399809,0.5184094256259205,1358
80,104,-0.4,26,10,1.4707001499203054,2.172084801105611,-0.17531042475333203,0.23652457051295794,3.826145445049038,0.536734693877551,1470
60,52,-0.6,8,10,1.4703081252203056,1.701702649926604,-0.21190582545943248,0.21495233141911108,3.2357531865895472,0.5239398084815321,1462
80,208,-0.6,8,10,1.4681856541994094,2.2532784329976296,-0.111797831463753,0.19150801593095723,2.665983689855322,0.5380919698009609,1457
40,52,-0.4,26,10,1.468100132189759,2.233800533223026,-0.20102465936688818,0.27818362202458835,5.170111267384019,0.5312925170068027,1470
40,52,-0.4,26,3,1.4662491629927081,2.1790912067029997,-0.20328942956407103,0.27777006609238253,5.155325569577925,0.535374149659864,1470
40,52,-0.2,8,10,1.4637084500605173,2.338636750085532,-0.14141703315619059,0.20296031215560006,2.9354205897919274,0.5439074200136147,1469
40,52,-0.2,8,5,1.4617063823424414,2.2671122545604248,-0.13634402963796977,0.1988502762145683,2.8368179495842702,0.537780803267529,1469
40,52,-0.4,26,5,1.4591982933887833,2.2133192009705427,-0.20165512971064437,0.2755786199432295,5.077486139350497,0.5299319727891156,1470
80,156,-0.6,26,5,1.4586030570206598,2.233393738590038,-0.13920025357655263,0.25361964713064444,4.3433174454860195,0.541095890410959,1460
60,52,-0.8,52,5,1.4550908543321903,2.1458112479020133,-0.24581743168713321,0.2776255184739165,5.150164851465583,0.5207907293796864,1467
80,156,-0.6,26,10,1.4541087302494784,2.233058703877548,-0.13790704562792477,0.25198996698499254,4.292031796700313,0.5390410958904109,1460
40,208,-0.8,8,10,1.4511942557873525,1.9070619890651583,-0.18876400664150916,0.2787483251643781,5.190350487913114,0.5251101321585903,1135
80,52,-0.6,4,10,1.4505001027990725,2.3562217790253777,-0.07812448406759098,0.15854219984917406,1.977480314535959,0.5229295003422314,1461
80,104,-0.4,26,5,1.4502213292628896,2.13416104109709,-0.18178111635261995,0.23406312158506104,3.7553711597284973,0.5374149659863946,1470
60,52,-0.6,26,5,1.4501609314391086,2.1232414644136943,-0.21162014791488548,0.2522514634997912,4.3002322310587635,0.5296119809394145,1469
20,52,-0.4,4,5,1.4494481729099764,2.3839989292890604,-0.10583838165720005,0.20027886770775916,2.8708456696379407,0.5268595041322314,1452
20,52,-0.4,13,5,1.4473219270349844,2.2398719285104045,-0.16139873575047148,0.2516797028763831,4.282316268247105,0.5270733379026731,1459
40,208,-0.8,8,3,1.4463488958304016,1.90608207560221,-0.19682329227677464,0.2777566946777277,5.154848018823112,0.5251101321585903,1135
20,52,-0.4,13,10,1.4456642040502299,2.2411152437172963,-0.15768309552984439,0.2515860967376917,4.2793881419968685,0.5263879369431117,1459
60,156,-0.6,13,3,1.4437809373124375,2.016822938186541,-0.18898062676625238,0.2581706993782851,4.488821618574833,0.5324137931034483,1450
60,52,-0.6,26,3,1.4397633740557882,2.1215398773310747,-0.20917656283311237,0.2539238031009665,4.3529366223321695,0.526566757493188,1468
60,52,-0.6,8,5,1.4377353939539388,1.685813847823195,-0.21801334537686234,0.21199686150462815,3.1599530580082407,0.5181134654818865,1463
40,52,-0.8,26,5,1.4366264631401497,2.1062612547216295,-0.2243038786004221,0.32655626857990083,7.126441764138219,0.5246699096594858,1439
80,52,-0.8,13,10,1.4359564880445368,1.7722477801720895,-0.19789369453389316,0.2708943147178007,4.9139516427056416,0.5294525294525294,1443
40,208,-0.8,8,5,1.4345806996971706,1.8876622694855596,-0.1918805588026834,0.2756319526711275,5.079370340278586,0.5242290748898678,1135
40,52,-0.8,4,10,1.4328285599880266,1.9525731893151175,-0.2541348390190359,0.26695587441591284,4.779415953554493,0.514487079091621,1277
40,52,-0.8,52,3,1.430744123776893,2.210984666388481,-0.22912684102999847,0.31319601602170355,6.538885662839384,0.5283276450511946,1465
60,52,-0.6,26,10,1.4281659095690293,2.095763304954614,-0.21376262212889185,0.2484831981626492,4.1831166715238615,0.5309734513274337,1469
80,156,-0.4,13,10,1.4237587565605523,2.1364588308173014,-0.13225170419097176,0.20243478644839596,2.922691895754476,0.5303754266211604,1465
60,52,-0.8,52,3,1.4233556846125253,2.114472744116475,-0.24454965922287197,0.27027654709754256,4.892671479784058,0.5207907293796864,1467
60,52,-0.8,4,5,1.4219475643097226,1.9952322728350151,-0.2281805385368486,0.24156105518464943,3.973804895518133,0.5095729013254786,1358
60,208,-0.6,13,10,1.419182935767825,2.181518898966574,-0.18638194147356468,0.25174115165916566,4.2842392328410135,0.5281980742778541,1454
60,52,-0.2,8,10,1.4157819388793318,2.2708628143775167,-0.13546615917171034,0.17694217645365629,2.346459530570576,0.5306122448979592,1470
80,156,-0.6,8,5,1.4120706557952063,2.164159465862424,-0.14765344056534657,0.18432657813509135,2.505297333445749,0.5258086717136958,1453
80,52,-0.8,4,5,1.4104638676882588,1.9454239470441226,-0.21388763825921198,0.22276246005310907,3.4418412760463752,0.5227920227920227,1404
80,52,-0.6,8,3,1.4104085215348088,2.2142124680881046,-0.10447741094573104,0.17807893875877312,2.3704978480247387,0.5190995907230559,1466
80,156,-0.6,26,3,1.409775142447271,2.141129850913448,-0.14358553643963745,0.24389695346829265,4.043604741694701,0.5417808219178082,1460
60,208,-0.6,13,5,1.4082179029490842,2.1474514435416543,-0.1899006858824659,0.2481159519542644,4.1718235405664545,0.5281980742778541,1454
60,104,-0.6,13,10,1.407063182585879,1.7685984418900798,-0.25533792809451505,0.2543489757489479,4.366408154846962,0.5222450376454483,1461
