Lookback,Z_Thresh,Hold,TopN,Direction,Ann_Ret,Sharpe,Sortino,MaxDD,Trades,Total_Ret
104,3.5,13,10,LONG,0.20269923633681364,0.5658591151294385,0.9968959388901406,-0.6584835748651883,718,1.942810467596927
104,3.5,13,5,LONG,0.20052454117856233,0.5623648626920282,0.9912302269764273,-0.6619214743256623,718,1.911828330600156
52,2.0,26,10,LONG,0.14919690895169535,0.5533891010327272,0.7590142254172567,-0.5708735123464928,373,1.2552241583155328
156,5.0,26,20,LONG,0.1841637315828264,0.5527450757818898,0.797647135763506,-0.6484798392833911,339,1.6872963583285712
156,5.0,26,5,LONG,0.1841637315828264,0.5527450757818898,0.797647135763506,-0.6484798392833911,339,1.6872963583285712
156,5.0,26,10,LONG,0.1841637315828264,0.5527450757818898,0.797647135763506,-0.6484798392833911,339,1.6872963583285712
26,2.5,26,20,LONG,0.1634001824075535,0.5501756586555476,0.7988369608790473,-0.6508986413369604,374,1.4231883767366598
52,2.0,26,20,LONG,0.14542932763043548,0.5486450459301386,0.7438659063458273,-0.5865411219495852,373,1.2123280020136864
156,1.5,26,5,LONG,0.1605164519337845,0.5478249962100055,0.9059867729225192,-0.4726378074876042,369,1.3882731582749188
26,2.5,26,10,LONG,0.1609747068153855,0.5437474158636018,0.78628278856238,-0.655240841569047,374,1.393793507194868
6,1.5,26,10,LONG,0.13284566253994967,0.5387232272953649,0.7844245586675249,-0.4588813643206141,375,1.073925698903453
26,2.0,13,10,LONG,0.13538426720552943,0.5200363163735964,0.779698620081282,-0.5160454890648412,747,1.1012524506702475
