low_bubble_threshold,leverage_multiplier,leverage_hold_days,high_bubble_threshold,uvxy_allocation,uvxy_hold_days,Total Return,Annual Return,Sharpe Ratio,Sortino Ratio,Max Drawdown,Annual Vol
-0.92,1.3,60,0.85,0.3,30,2.818384353563059,0.046594311415549594,0.580932028173662,16.67039886996078,-0.14241676245538293,0.08020613282767883
-0.9,1.2,40,0.85,0.4,30,3.8620411081772863,0.055225546235916134,0.5808679625389366,16.23048259384312,-0.1328858014803712,0.09507418173749645
-0.92,1.1,40,0.85,0.3,30,2.472263685050729,0.043219476443284055,0.5791280582608943,15.207196473485894,-0.13773010026426336,0.07462853133566168
-0.88,1.2,40,0.85,0.4,30,3.80753585718449,0.05482126378928087,0.5763151033781497,16.09882977575718,-0.1328858014803711,0.09512376730704877
-0.95,1.4,60,0.85,0.3,30,3.1636712172039614,0.04967850223201853,0.5743943369288751,15.593423767643424,-0.17507824696824748,0.08648849586093676
-0.9,1.3,60,0.85,0.3,30,2.758023814697141,0.04602761948724177,0.573415566846412,16.43276750369528,-0.14382072899291132,0.08026921860593672
-0.92,1.1,60,0.85,0.4,30,4.161417290212488,0.05737091807012806,0.5728511955980523,17.209587807471536,-0.15238115537961128,0.10014977451558474
-0.88,1.4,40,0.85,0.3,30,2.5453200855664155,0.043958065828554105,0.5723395025470893,15.35027998018803,-0.1446387906650134,0.07680417939514397
-0.92,1.2,50,0.85,0.3,30,2.3609858849005914,0.04206511379716171,0.5714925954159066,15.370588148425648,-0.12853798364925473,0.07360570221657661
-0.9,1.1,60,0.85,0.4,30,4.134098060563168,0.057180197781135034,0.570858846335422,17.145605466537898,-0.1523811553796115,0.10016521272850243
-0.9,1.1,50,0.85,0.3,30,2.3075402160478276,0.041497496218964924,0.5693521635869009,15.350952638173233,-0.14962507511434786,0.07288546329135204
-0.95,1.1,40,0.85,0.3,30,2.821858559747666,0.04662666488519429,0.5691719553881577,14.604007126974368,-0.1750782469682477,0.08192017270667587
-0.92,1.1,60,0.85,0.3,50,2.860145873582355,0.046981344835840266,0.5680811630643797,16.010137631481147,-0.13730267789919282,0.08270181778675867
-0.88,1.1,60,0.85,0.4,30,4.09314436129846,0.05689244856869413,0.567801541969754,17.053326481636056,-0.1523811553796116,0.10019777045925092
-0.9,1.3,40,0.85,0.4,30,3.7144913073336028,0.054120781261746354,0.5673701355314534,15.799282445825936,-0.132885801480371,0.09538884384715036
-0.92,1.2,40,0.85,0.3,30,2.397486378980209,0.042447776682403626,0.5663492413933393,14.822253311690874,-0.14334326724018154,0.07494982526677901
-0.95,1.1,50,0.85,0.3,30,2.717879246690447,0.04564583479305129,0.5663203609972376,14.672253292383868,-0.17507824696824748,0.08060073049938238
-0.88,1.1,50,0.85,0.3,30,2.2857276962390807,0.04126328730442674,0.5658491715788446,15.25567515039021,-0.14962507511434786,0.07292276701456153
-0.9,1.1,60,0.85,0.3,50,2.8397142352026687,0.046792498536736726,0.5656705230404988,15.937809211129604,-0.1395190122473361,0.0827204116721964
-0.92,1.4,60,0.85,0.3,30,2.6976739944077175,0.04545216873512614,0.5637816744672585,16.075570755273063,-0.1561951875191615,0.0806201598838342
-0.95,1.1,60,0.85,0.3,50,3.254669086987607,0.050450160259054355,0.5629394683990501,14.806846727338009,-0.1750782469682476,0.08961915639443463
-0.92,1.1,50,0.85,0.3,40,2.6578274950925724,0.045067228185895036,0.5623765466263846,15.861433196137257,-0.13289627651546643,0.08013710467879005
-0.95,1.2,40,0.85,0.3,30,2.7750339687171515,0.04618820320131389,0.5623398844558832,14.403067485285145,-0.1750782469682476,0.08213574117369485
-0.88,1.1,60,0.85,0.3,50,2.8090855833545665,0.04650757670630967,0.5619593516121809,15.833876507004609,-0.14252626739641572,0.08275968105679903
-0.88,1.3,60,0.85,0.3,30,2.668708305064481,0.045172743707124985,0.5618343015959059,16.09782731517625,-0.14782317971358416,0.08040225308211078
-0.88,1.3,40,0.85,0.4,30,3.635393512421249,0.053514713337513564,0.5605609909393726,15.601956468342028,-0.1336242430064083,0.09546635281887005
-0.92,1.2,60,0.85,0.4,30,3.998965954344042,0.05622215920586826,0.5597990428398275,16.765978583536715,-0.15511810153218197,0.10043275336923865
-0.95,1.1,60,0.85,0.3,40,3.0658307497226476,0.04883042860294662,0.5589849561072077,14.87887607056583,-0.17507824696824748,0.087355532683748
-0.95,1.2,50,0.85,0.3,30,2.6696046641607096,0.045181422573630226,0.5588935973780702,14.452687211964209,-0.17507824696824748,0.08084083050081305
-0.9,1.1,40,0.85,0.5,30,5.246999561832419,0.06425391752912635,0.5582886400416561,15.863884365661578,-0.16648805858679794,0.11509085609252609
-0.88,1.1,40,0.85,0.5,30,5.211904796288631,0.06405014077252802,0.5564232501458352,15.808074723626627,-0.16648805858679816,0.11511046807576941
