ma_window,z_window,buy_threshold,short_threshold,hold_hours,top_n,Sharpe,Sortino,Total_Return,Max_DD,n_trades,Win_Rate
100,200,0.7,0.9,4,20,-1.053891575011463,-1.4671519278825824,-0.25252286387502565,-0.2745216470880639,794,0.43073047858942065
50,100,0.6,0.95,4,10,-1.057349684694801,-1.3137553098973997,-0.35987229922692243,-0.3911229551909058,825,0.4581818181818182
50,200,0.6,0.9,8,10,-1.064217238233083,-0.9642675973184661,-0.304726223534324,-0.32790275279994874,402,0.4601990049751244
50,100,0.6,0.97,4,10,-1.0698728672713598,-1.354288039583896,-0.3749159778640694,-0.4049938984944851,825,0.4690909090909091
50,200,0.8,0.92,8,10,-1.0699937758035813,-1.1534615084014666,-0.3293218333181943,-0.36849190970044465,392,0.4897959183673469
100,200,0.8,0.92,4,20,-1.070467031261405,-1.4054372898973824,-0.30908134022437417,-0.32436632282720357,779,0.4454428754813864
100,100,0.7,0.92,4,20,-1.0817594218329938,-1.5493635938608838,-0.27479941620514214,-0.3060026994445554,813,0.4612546125461255
50,200,0.5,0.92,4,20,-1.0873417281759699,-1.4503581606253764,-0.27801696900824857,-0.31679210609159314,807,0.4473358116480793
100,200,0.9,0.92,4,10,-1.0998727001122786,-1.4146142184757733,-0.4241877717024517,-0.4241877717024517,723,0.45228215767634855
50,200,0.5,0.9,8,10,-1.1012994603593038,-1.2738445886237983,-0.2491848971488413,-0.2704486408777359,403,0.47642679900744417
100,100,0.5,0.92,4,10,-1.101591035314658,-1.4576217642999598,-0.27813151973425077,-0.30652003168128594,819,0.4603174603174603
50,100,0.9,0.9,8,20,-1.101997956659555,-1.2883613899527884,-0.377862389074063,-0.4223533774174293,372,0.42473118279569894
100,100,0.8,0.95,4,20,-1.1082257598952183,-1.4795494575470278,-0.34230053575370467,-0.3621207603891662,797,0.47176913425345046
100,200,0.5,0.9,4,20,-1.1134125341496552,-1.5670824784464346,-0.24123325130031859,-0.2527244752050962,794,0.42947103274559195
50,200,0.5,0.97,4,20,-1.11508870430864,-1.4838430894257848,-0.34708179554298013,-0.3820436175196509,807,0.46592317224287483
100,100,0.6,0.92,4,10,-1.119569873726436,-1.466941349998775,-0.28708221693452285,-0.315118729893722,818,0.45965770171149145
50,100,0.9,0.9,8,10,-1.122080782205338,-1.3195880645601603,-0.38310112145966113,-0.4286046570272606,372,0.43010752688172044
100,200,0.9,0.92,4,20,-1.1300721966686957,-1.4513776769397626,-0.43345005720837426,-0.43351988753619286,723,0.45228215767634855
50,200,0.5,0.95,4,20,-1.1303060903521713,-1.4570060303833618,-0.33289268610519607,-0.3719789651181469,807,0.459727385377943
100,100,0.7,0.9,4,20,-1.1353481794873006,-1.7265771417192197,-0.26537676251055253,-0.28345230647799924,813,0.43911439114391143
100,200,0.6,0.92,4,20,-1.1426284622560614,-1.5415835594939584,-0.266359375276799,-0.28635020385552856,794,0.4357682619647355
50,200,0.7,0.92,4,10,-1.147675538662213,-1.6674714752572075,-0.31194600720213284,-0.34967791931018666,800,0.4525
50,200,0.9,0.97,8,10,-1.154882575649586,-1.1274071153627605,-0.51397018282818,-0.5733817140186622,331,0.4743202416918429
50,100,0.7,0.95,4,10,-1.1576389612192455,-1.4291088068735325,-0.38642081072121603,-0.4190278034102234,823,0.46051032806804376
50,200,0.5,0.95,8,10,-1.1631435523786047,-1.3677645656032609,-0.3350376987999425,-0.36506610082431057,403,0.4838709677419355
50,100,0.6,0.92,4,20,-1.1633361615214208,-1.453901858878693,-0.3223361656736765,-0.33646262722337283,825,0.4509090909090909
100,200,0.8,0.92,4,10,-1.1651095982482604,-1.522941368611052,-0.3309086442899696,-0.3474389848710234,779,0.4454428754813864
100,200,0.8,0.95,8,10,-1.1748105254276644,-1.2698684474579192,-0.4039090427611086,-0.4194020627837023,388,0.47680412371134023
100,200,0.5,0.92,4,20,-1.1773482097187855,-1.6743174047627734,-0.26616550071916545,-0.2859313914891095,794,0.43702770780856426
50,100,0.7,0.95,4,20,-1.1786890849190712,-1.420497423272136,-0.3758272931371405,-0.39000728444181343,823,0.4690157958687728
100,100,0.8,0.97,4,20,-1.183135155744118,-1.5694181113645624,-0.3796505961451804,-0.4065323863339003,792,0.47853535353535354
50,200,0.9,0.97,8,20,-1.1836368616262656,-1.164925006412493,-0.5224539261018006,-0.5801103485682835,331,0.459214501510574
50,200,0.7,0.9,4,10,-1.1843674550979852,-1.6831284218584825,-0.30022589047719783,-0.3364182104649891,802,0.4389027431421446
50,200,0.5,0.9,4,20,-1.1891822766458706,-1.5505145746451685,-0.28125483387996775,-0.3018820973540409,807,0.44114002478314746
100,100,0.7,0.95,4,20,-1.195307414424335,-1.498673948082375,-0.33776293116754674,-0.35725175949312904,812,0.45320197044334976
50,200,0.8,0.85,8,20,-1.2005104481981275,-1.329253907137153,-0.24454817054168043,-0.2596891260150356,397,0.4811083123425693
100,200,0.7,0.92,4,20,-1.2009890390829954,-1.6142692642280274,-0.2986669402413069,-0.3249226605237292,794,0.43828715365239296
50,100,0.5,0.95,4,20,-1.2012415255184319,-1.4118417220335422,-0.3660647061800527,-0.37503872418357176,829,0.4583835946924005
100,100,0.8,0.9,4,20,-1.2078528095303407,-1.9013808374682917,-0.307875839091461,-0.33093244046777526,805,0.4372670807453416
50,100,0.8,0.95,4,10,-1.2096570173589833,-1.524531937206291,-0.4411974834726464,-0.4554280713950152,802,0.4613466334164589
50,200,0.6,0.95,8,10,-1.2181234110789996,-1.1838837793071966,-0.3966567691626264,-0.42939230586154664,402,0.4701492537313433
50,100,0.5,0.97,4,20,-1.224540902142705,-1.4812700987549972,-0.38295302728858227,-0.39344614274031775,829,0.4571773220747889
50,100,0.9,0.9,4,10,-1.23235213701815,-1.3892409598614253,-0.48647448566436224,-0.5614929377821166,747,0.44712182061579653
50,100,0.8,0.95,4,20,-1.2358648893154536,-1.5533823036357093,-0.4349512898019663,-0.44324892412848027,802,0.47256857855361595
50,200,0.9,0.9,8,20,-1.236722988602904,-1.1574776780719478,-0.4257135155341506,-0.4310203943359675,371,0.4743935309973046
50,200,0.6,0.85,8,10,-1.239757646738688,-1.4575699421858057,-0.22293511403373611,-0.23865557376101332,402,0.44776119402985076
100,200,0.6,0.97,4,20,-1.240910938042238,-1.6032422130884745,-0.3576190072803591,-0.37058337265218444,794,0.45843828715365237
50,200,0.6,0.92,8,10,-1.2460366526898337,-1.1537341007662283,-0.35943996062264205,-0.38558742733129614,402,0.4701492537313433
100,100,0.7,0.97,4,20,-1.250107133708619,-1.574110802703811,-0.3641914435759659,-0.38650007261733343,812,0.45689655172413796
50,100,0.9,0.9,4,20,-1.2511639030884671,-1.4094851129273007,-0.49159416843964354,-0.5683975441576967,747,0.45113788487282463
50,100,0.7,0.97,4,10,-1.251320093883435,-1.5631880217261178,-0.4212435439594806,-0.4489758359903909,823,0.4690157958687728
50,100,0.7,0.97,4,20,-1.2527164635359038,-1.538494108867182,-0.40473767019223994,-0.42000565331287243,823,0.4641555285540705
50,200,0.6,0.92,4,20,-1.2553882545461275,-1.6757965440661382,-0.31776920877950354,-0.3549077513625619,806,0.45409429280397023
100,100,0.5,0.9,4,10,-1.2563421554956624,-1.7193458601244211,-0.2820262213533725,-0.29611217988380634,819,0.43956043956043955
50,200,0.9,0.9,8,10,-1.263325362726986,-1.1753257653830926,-0.43077905679653083,-0.4360391258365438,371,0.48247978436657685
100,100,0.6,0.9,4,10,-1.2676346334841502,-1.7307969681037658,-0.2890290783337345,-0.30297764751102796,818,0.4388753056234719
50,200,0.9,0.95,8,10,-1.2683841864770071,-1.210131918961678,-0.5001634512564266,-0.5312685703268253,342,0.47368421052631576
50,100,0.9,0.85,8,10,-1.2776513394534341,-1.5424876647419703,-0.3296729631978417,-0.3577570535777711,403,0.4441687344913151
50,100,0.5,0.97,4,10,-1.2777720664783792,-1.5427340871107582,-0.41857537468463235,-0.4439132224324802,829,0.4632086851628468
50,100,0.5,0.95,4,10,-1.2784084191035,-1.5112781104461677,-0.4057130023409605,-0.43472574227594907,829,0.45235223160434257
50,200,0.9,0.95,8,20,-1.283865058559084,-1.2331816980242238,-0.504972636417067,-0.5339476126096339,342,0.4619883040935672
100,200,0.5,0.97,4,20,-1.2844277655391667,-1.7037244809943208,-0.3603313262998704,-0.3733308830616623,794,0.4609571788413098
50,100,0.9,0.85,8,20,-1.2903318867049836,-1.5393368404588363,-0.32786007779288473,-0.3587750997382707,403,0.43672456575682383
100,200,0.6,0.9,4,10,-1.3001802540307192,-1.817023436767355,-0.2837858568032582,-0.2936415291885598,794,0.4420654911838791
50,200,0.6,0.97,4,20,-1.3037731274898845,-1.739606631781342,-0.3961930740776277,-0.4303118859617866,806,0.46898263027295284
50,200,0.5,0.85,8,10,-1.3116237694366357,-1.5706001385991153,-0.22871591957537174,-0.2425562969869729,403,0.45905707196029777
100,200,0.5,0.9,4,10,-1.3128834721354758,-1.8416176548071244,-0.2848736097054865,-0.29422357981267366,794,0.44584382871536526
50,200,0.9,0.92,8,20,-1.3297881952340964,-1.2424004139558893,-0.44988685174058163,-0.4583453915027549,357,0.47058823529411764
50,200,0.6,0.95,4,20,-1.3310647689799746,-1.7217696639907607,-0.3830952146749905,-0.42156954143117087,806,0.46153846153846156
50,100,0.6,0.9,4,20,-1.3329659704284154,-1.6706400406117403,-0.30018446439614177,-0.3124712336159461,827,0.44014510278113667
50,200,0.5,0.92,8,10,-1.3354143099606888,-1.5471468497952598,-0.3158570882535977,-0.3399810709877845,403,0.4838709677419355
50,200,0.5,0.97,4,10,-1.3380101928508634,-1.8113004066620766,-0.41737473071851994,-0.4421947995523986,807,0.4436183395291202
50,100,0.6,0.92,4,10,-1.3411554231335925,-1.6575677200752226,-0.3692092761460122,-0.39057467478789765,825,0.4448484848484848
50,200,0.9,0.92,8,10,-1.3411807205442288,-1.2462078037308186,-0.45127210831768294,-0.4597093483747404,357,0.4789915966386555
50,200,0.6,0.9,4,20,-1.3457601041433433,-1.74132207501279,-0.31976144543018015,-0.34347830198849816,806,0.4392059553349876
50,100,0.7,0.92,4,20,-1.3516870616056118,-1.6071015442203018,-0.3671975916486132,-0.3837302987411154,824,0.44902912621359226
100,200,0.6,0.95,4,20,-1.3525567369067475,-1.6626554038564039,-0.35799531984487176,-0.3782936852571961,794,0.4521410579345088
100,100,0.9,0.92,4,10,-1.3537877467428436,-1.603120079102874,-0.4881973420123845,-0.5307882274681806,718,0.4763231197771588
100,200,0.5,0.97,4,10,-1.353847799598105,-1.837892263726875,-0.40099250749896,-0.4103278397619545,794,0.4596977329974811
50,100,0.5,0.92,4,20,-1.3555675167669343,-1.5927187905830187,-0.3527368165571757,-0.36661958609442047,829,0.44752714113389624
100,200,0.7,0.9,4,10,-1.3650840817344738,-1.8732922480848857,-0.3157439647881085,-0.3288878437524545,794,0.43828715365239296
50,100,0.8,0.97,4,10,-1.3677003966111614,-1.7212118567331802,-0.494034902018318,-0.5059990910208765,799,0.46808510638297873
50,200,0.8,0.85,8,10,-1.3724243077089129,-1.5255060389544512,-0.2751104913353577,-0.2905936500422087,397,0.4659949622166247
50,200,0.9,0.95,4,10,-1.383134073382606,-1.4008663960241667,-0.5755263077420569,-0.600092688074927,674,0.48516320474777447
100,200,0.6,0.97,4,10,-1.3893452794298702,-1.8407152763355215,-0.4133050890585225,-0.4221782791790014,794,0.45717884130982367
100,200,0.5,0.95,4,20,-1.3905425884242497,-1.7565398044887257,-0.3584084592583514,-0.37878291068106684,794,0.45591939546599497
50,200,0.9,0.95,4,20,-1.4030099405490064,-1.4194432585204584,-0.5811000544150058,-0.6053438546135963,674,0.4836795252225519
100,100,0.5,0.97,4,20,-1.4035524645143809,-1.6910330247099152,-0.37733097911462143,-0.3919512492576759,819,0.44932844932844934
100,200,0.5,0.92,4,10,-1.413280414910662,-1.9976153202306717,-0.3196305835349099,-0.3355024476828332,794,0.44962216624685136
50,100,0.8,0.97,4,20,-1.4158380590862245,-1.7838946614773161,-0.49121494362053464,-0.49862920469315397,799,0.47309136420525655
100,200,0.7,0.97,4,20,-1.4171253277743137,-1.8764497819247181,-0.40789060928988063,-0.4273314683975218,794,0.45465994962216627
100,100,0.9,0.92,4,20,-1.4336571343256093,-1.7016546390829974,-0.504045592905656,-0.5474349312484825,718,0.4735376044568245
100,100,0.5,0.95,4,20,-1.439048128511773,-1.719667683384801,-0.36852969061257934,-0.37850443074918994,819,0.4444444444444444
100,200,0.6,0.92,4,10,-1.442850872815804,-1.942104118922376,-0.33152822563544104,-0.34781133294033806,794,0.44836272040302266
50,200,0.5,0.95,4,10,-1.4486954662497882,-1.90261133945263,-0.41734428956764225,-0.44405602879798534,807,0.4423791821561338
100,100,0.6,0.97,4,20,-1.460173252578773,-1.7576210471455083,-0.3938572762377299,-0.4093741951410056,818,0.44987775061124696
50,100,0.7,0.92,4,10,-1.4604336899846877,-1.7809282652241418,-0.3955492100098089,-0.41890220744117757,824,0.44538834951456313
50,100,0.5,0.9,4,20,-1.4615248206865366,-1.748120160146376,-0.32837856961462264,-0.3419382793593846,831,0.43922984356197353
50,200,0.9,0.97,4,10,-1.461963902993013,-1.449145375905075,-0.6217805810405167,-0.6391203761720359,650,0.48615384615384616
50,200,0.9,0.85,8,10,-1.4663617023361162,-1.5436004122200992,-0.3824791592098654,-0.38555629095824395,388,0.46649484536082475
100,100,0.9,0.85,8,10,-1.4693807261323273,-1.931753405479675,-0.3221570808991022,-0.32506485589218814,401,0.4339152119700748
100,100,0.5,0.9,4,20,-1.472169543094313,-2.0434762644105873,-0.30119344288928995,-0.3150056964937539,819,0.43223443223443225
50,100,0.8,0.92,4,20,-1.4753058738851745,-1.781191934022663,-0.42583219917571513,-0.43483032200297966,809,0.4561186650185414
50,200,0.6,0.97,4,10,-1.4753665364967616,-1.99734591080178,-0.44992214094116056,-0.4746376749375678,806,0.4478908188585608
100,100,0.6,0.95,4,20,-1.4792269337504154,-1.764058837367662,-0.38172659497149686,-0.3944873887749639,818,0.4449877750611247
100,100,0.6,0.9,4,20,-1.4866780523303633,-2.0534050855418666,-0.30871194569306737,-0.32379106933402635,818,0.4352078239608802
100,200,0.8,0.97,4,20,-1.490050691066308,-1.9356966619400802,-0.48414103472512093,-0.5081120352021007,775,0.46580645161290324
50,200,0.9,0.97,4,20,-1.491202428985475,-1.4773840379613288,-0.6291712230846109,-0.6430657662796051,650,0.48615384615384616
50,200,0.9,0.85,8,20,-1.5025064610095564,-1.5720515092790373,-0.3869359461800216,-0.38855608245075957,388,0.47164948453608246
50,200,0.5,0.92,4,10,-1.5045311414927223,-2.0397834210326313,-0.36861781863932785,-0.39486030019409046,807,0.4436183395291202
100,200,0.8,0.97,4,10,-1.5064225423619688,-1.9578367404608201,-0.4971747450568037,-0.5201997753035651,775,0.4632258064516129
50,100,0.8,0.92,4,10,-1.5071744673769312,-1.826614939262454,-0.4398544797066063,-0.4529168442023601,809,0.44499381953028433
100,200,0.5,0.95,4,10,-1.5157272040319498,-1.9674800812483577,-0.40498771090744856,-0.4208961877788281,794,0.4508816120906801
100,200,0.7,0.92,4,10,-1.5216351578674183,-2.0237339946697874,-0.36552229884703735,-0.3787312707213717,794,0.4420654911838791
100,200,0.7,0.95,4,20,-1.5276222774117327,-1.9428864150011185,-0.40838519933171,-0.4315415322454016,794,0.44710327455919396
50,100,0.7,0.9,4,20,-1.527943414675307,-1.8699909756699122,-0.33853941666147613,-0.35199875498643673,826,0.437046004842615
100,100,0.6,0.92,4,20,-1.5426015380538518,-2.007541340886594,-0.345616991634597,-0.3652276465048123,818,0.45354523227383864
50,100,0.9,0.97,4,10,-1.5432218615142237,-1.5196191866604385,-0.6490566235022381,-0.6667728000968105,645,0.47131782945736433
100,100,0.5,0.92,4,20,-1.5471016172098575,-2.0394619656761352,-0.34011409973712525,-0.3581145440552256,819,0.4517704517704518
50,200,0.9,0.9,4,20,-1.548722848961336,-1.615659719355704,-0.5511075429551616,-0.5583646217739684,732,0.4494535519125683
50,100,0.9,0.97,4,20,-1.549870133899337,-1.5287791371354666,-0.648294914071009,-0.6614441937354376,645,0.47131782945736433
100,200,0.6,0.95,4,10,-1.5504589286316233,-1.963276084967505,-0.4173889628883981,-0.43270054186634843,794,0.44710327455919396
50,200,0.9,0.9,4,10,-1.5580468666920853,-1.621894197885401,-0.5508278366913189,-0.5580894374181484,732,0.4494535519125683
100,200,0.7,0.97,4,10,-1.560008150783866,-2.082871109539379,-0.4597367723115987,-0.46519759563774843,794,0.45465994962216627
50,100,0.5,0.92,4,10,-1.5607744739456504,-1.8139592079095628,-0.40577955653292297,-0.4277667725969414,829,0.44028950542822676
50,100,0.6,0.9,4,10,-1.5637798740675424,-1.920393611279987,-0.34815063904824073,-0.368300231040535,827,0.4280532043530834
50,100,0.9,0.95,4,10,-1.588989523029963,-1.5227903209049385,-0.6576698595873217,-0.6923623342187226,667,0.46476761619190404
50,100,0.9,0.95,4,20,-1.5890081802765441,-1.523866455600181,-0.6557204452566148,-0.687471167468414,667,0.4662668665667166
100,200,0.6,0.85,4,20,-1.5916807495397114,-2.041287702800288,-0.26698827064653907,-0.27412848297392967,794,0.42191435768261965
50,200,0.6,0.95,4,10,-1.5985550337507097,-2.0977334593592243,-0.4512556585975974,-0.47788733543797124,806,0.445409429280397
100,200,0.5,0.85,4,20,-1.6076153378485458,-2.077353660282689,-0.2684500468220381,-0.2740578677791773,794,0.41309823677581864
50,200,0.8,0.85,4,20,-1.6194120572056163,-2.039161869682327,-0.30947408608212457,-0.32687942587513863,797,0.43914680050188204
50,200,0.5,0.9,4,10,-1.6239349938747336,-2.131158073241307,-0.36631819960850787,-0.39038498833117763,807,0.4312267657992565
50,200,0.6,0.92,4,10,-1.6241400234337797,-2.2066963066173573,-0.3933625137436245,-0.41892983106486015,806,0.4466501240694789
50,100,0.9,0.92,4,10,-1.624502816371839,-1.5827066689390397,-0.6335636053203263,-0.6621083261912479,708,0.4491525423728814
50,100,0.6,0.85,4,20,-1.626694271707727,-2.279930931054257,-0.28312877614515597,-0.29650551817044735,830,0.41686746987951806
50,100,0.9,0.92,4,20,-1.6276860819210415,-1.5892757920644371,-0.6331946172925206,-0.6585339157316001,708,0.4548022598870056
100,200,0.9,0.97,4,20,-1.6628015591076002,-1.8299350538064114,-0.6509092447624822,-0.6509092447624822,672,0.45535714285714285
50,200,0.7,0.85,4,20,-1.6628054700582005,-2.0862284162921996,-0.30150368537977146,-0.3109886232263548,805,0.4409937888198758
100,100,0.9,0.85,8,20,-1.6629809757494052,-2.149404586227979,-0.34517059272142747,-0.3476607119112286,401,0.4389027431421446
50,200,0.5,0.85,4,20,-1.6689503395847463,-2.126757404331958,-0.2839463752143816,-0.29512445067792836,807,0.44114002478314746
100,200,0.9,0.97,4,10,-1.6719298296323912,-1.8411584706764894,-0.653620487187654,-0.653620487187654,672,0.45535714285714285
100,200,0.8,0.95,4,20,-1.6836479159360331,-2.0564497629379517,-0.494726762438793,-0.5234288447499931,776,0.4574742268041237
50,100,0.7,0.9,4,10,-1.6912681904355367,-2.081557608235112,-0.37434664916151805,-0.3959659182838703,826,0.4297820823244552
100,200,0.7,0.95,4,10,-1.6996899929502314,-2.1746247082994667,-0.45837076628827245,-0.4710423706473432,794,0.43954659949622166
50,200,0.9,0.92,4,20,-1.7080113508230466,-1.7898646255720054,-0.5800490000369292,-0.5862943347839132,709,0.46403385049365303
50,200,0.9,0.92,4,10,-1.720952495999825,-1.795665651148252,-0.5809292850686817,-0.5871615285866972,709,0.46403385049365303
100,200,0.8,0.95,4,10,-1.7233759982569188,-2.1120419367106447,-0.509901426655673,-0.5400730465707255,776,0.4497422680412371
50,200,0.6,0.9,4,10,-1.729907505375889,-2.2562383379023925,-0.3906885102930835,-0.41488100819273754,806,0.4280397022332506
50,100,0.5,0.9,4,10,-1.730594116244443,-2.0297393827712407,-0.3839156852596247,-0.4068045444157766,831,0.4259927797833935
50,100,0.8,0.9,4,20,-1.731654515326722,-2.0817796405920386,-0.41577043660612634,-0.42870271892521594,816,0.4387254901960784
50,100,0.8,0.9,4,10,-1.733341070273644,-2.1023772260108804,-0.4233413564248001,-0.44065881635831483,816,0.43014705882352944
50,100,0.5,0.85,4,20,-1.7450290639208343,-2.205756842511883,-0.3105049094411665,-0.32197474371796475,832,0.41947115384615385
100,200,0.7,0.85,4,20,-1.7541235383912726,-2.243898793207353,-0.299376979619873,-0.30426128353163984,794,0.4168765743073048
100,200,0.5,0.85,4,10,-1.8062418494498214,-2.320956093924481,-0.30013145741473035,-0.3042942605395599,794,0.43828715365239296
50,200,0.6,0.85,4,20,-1.8218427619958757,-2.32720022958345,-0.31008320544281687,-0.32202959409136034,806,0.4317617866004963
100,200,0.6,0.85,4,10,-1.8335777868491594,-2.3430913786299246,-0.3043922545399036,-0.30981739825643695,794,0.43954659949622166
100,200,0.9,0.95,4,10,-1.8356053586919967,-2.116232934017709,-0.634178416664667,-0.634178416664667,693,0.45165945165945165
100,100,0.7,0.85,4,10,-1.8468716867471422,-2.4973514096679756,-0.28939477539479364,-0.29087062848844325,814,0.42874692874692877
100,200,0.9,0.95,4,20,-1.8538708932897654,-2.1391610556985867,-0.6371800006827235,-0.6372247201991825,693,0.455988455988456
50,100,0.7,0.85,4,20,-1.88128399652209,-2.604126317206962,-0.3165555184034411,-0.3306688279087804,830,0.42289156626506025
100,200,0.8,0.85,4,20,-1.8879523791634727,-2.3769804405461112,-0.3358383432635421,-0.34123898449165724,793,0.43883984867591425
100,100,0.9,0.9,4,10,-1.8982230332311651,-2.1788612173812956,-0.5565827032060207,-0.5748539461607602,747,0.4457831325301205
100,100,0.5,0.85,4,10,-1.9127362317340304,-2.5989849369341838,-0.29823248550443715,-0.29975702266571325,819,0.4236874236874237
50,100,0.6,0.85,4,10,-1.9200704208680819,-2.6650928688494138,-0.3259554577085275,-0.3457927006660928,830,0.41325301204819276
50,200,0.8,0.85,4,10,-1.9277062380827072,-2.41688427159848,-0.3541355364395289,-0.37123493674500807,797,0.424090338770389
50,200,0.7,0.85,4,10,-1.9402277270617463,-2.4562571122397427,-0.3372753557255198,-0.34680808944599106,805,0.42732919254658386
100,100,0.6,0.85,4,10,-1.9908167485162152,-2.6143565583127097,-0.3121039626497032,-0.3135983650698393,818,0.4229828850855746
100,200,0.7,0.85,4,10,-1.9938775404690574,-2.524901332665906,-0.33541887396423264,-0.3392675294847698,794,0.4357682619647355
100,100,0.5,0.85,4,20,-2.0012687305356365,-2.7694513632918265,-0.29539771892804534,-0.29680312411414544,819,0.40293040293040294
100,100,0.9,0.9,4,20,-2.004964448197027,-2.3042099237904963,-0.573821872975852,-0.593285560081803,747,0.4364123159303882
100,100,0.7,0.85,4,20,-2.01554155960076,-2.7468009330363072,-0.2957241865270208,-0.29748370715146677,814,0.4103194103194103
100,200,0.9,0.85,4,10,-2.0287511764648665,-2.321459210595892,-0.46551903949368734,-0.46989550276302106,779,0.45186136071887034
100,200,0.8,0.85,4,10,-2.0402798298426257,-2.5610387241123838,-0.3575457896736458,-0.36201253119624743,793,0.4514501891551072
50,200,0.5,0.85,4,10,-2.043907816670424,-2.5759251486519625,-0.3368483406428434,-0.3481375622610626,807,0.42627013630731103
100,200,0.9,0.85,4,20,-2.0453449355909052,-2.3412973777171873,-0.46938425024803887,-0.4740076083460243,779,0.4557124518613607
50,100,0.5,0.85,4,10,-2.0885074312279803,-2.623827338246319,-0.3610494538878277,-0.3798538747025211,832,0.41225961538461536
100,100,0.9,0.97,4,10,-2.100856572033167,-2.0037872233964173,-0.711030697158209,-0.7149757276099462,651,0.47465437788018433
100,100,0.6,0.85,4,20,-2.103321074303975,-2.7836614399437725,-0.31103903455494086,-0.3129350060481473,818,0.4070904645476773
50,100,0.7,0.85,4,10,-2.126558086086151,-2.9619015983907953,-0.3528585660175221,-0.37335923259094506,830,0.40963855421686746
50,200,0.6,0.85,4,10,-2.1447805661994366,-2.723590712003366,-0.3513946355511902,-0.3631685704198875,806,0.4218362282878412
100,100,0.8,0.85,4,10,-2.1484958309897952,-2.9452963894107076,-0.3434982551771336,-0.3434982551771336,812,0.43596059113300495
50,200,0.9,0.85,4,20,-2.1664520422207922,-2.4648712293993817,-0.5353301378534292,-0.5375090544283161,776,0.44716494845360827
100,100,0.9,0.97,4,20,-2.1851688156718265,-2.088321401084609,-0.7209965820816617,-0.7274651249177646,651,0.47772657450076805
100,100,0.9,0.95,4,10,-2.205573642663145,-2.122058250917358,-0.7038640250765017,-0.7107372378305362,666,0.46396396396396394
50,200,0.9,0.85,4,10,-2.2263652401726417,-2.5189952857590705,-0.5425426458450177,-0.54504471565301,776,0.44458762886597936
100,100,0.9,0.95,4,20,-2.282768768858693,-2.19787452139061,-0.7126430995890167,-0.7220252066289624,666,0.46396396396396394
50,100,0.8,0.85,4,20,-2.3739254103372565,-3.243664913163052,-0.40798081429659505,-0.4175889141072716,825,0.41333333333333333
100,100,0.8,0.85,4,20,-2.4187441288030853,-3.2442671303981703,-0.36723972375464065,-0.36723972375464065,812,0.41502463054187194
50,100,0.8,0.85,4,10,-2.498854589794675,-3.4269121223472334,-0.42788293523021403,-0.4414010905876795,825,0.4084848484848485
50,100,0.9,0.85,4,20,-2.5921769906491128,-2.8763485105892066,-0.6209368688063315,-0.6386592100952877,803,0.43088418430884184
50,100,0.9,0.85,4,10,-2.6193026730079016,-2.932651822444479,-0.6273880311211268,-0.643687502731448,803,0.42839352428393523
100,100,0.9,0.85,4,10,-2.9834794461042717,-3.4421448670244894,-0.5943547071463313,-0.5943547071463313,797,0.4316185696361355
100,100,0.9,0.85,4,20,-3.0696200373375615,-3.4966080253561116,-0.5987679829376135,-0.5987679829376135,797,0.41656210790464243
