threshold,hold_period,top_n,annual_return,sharpe,max_dd,win_rate,total_return
-0.85,39,15,15.000892791067244,1.8838852504373755,-16.057499510104357,53.00429184549357,29.49382715925175
-0.85,39,20,14.534136622186434,1.848619705454446,-16.491168020900492,53.00429184549357,28.523598588737453
-0.85,39,25,14.491897355013172,1.850852630488559,-16.556926644914082,53.21888412017167,28.435962765937095
-0.85,39,30,14.804904107541827,1.892360403984003,-16.68759156267209,53.00429184549357,29.08602471963564
-0.85,52,5,16.348689846044408,2.2113969958638275,-13.102805165886355,56.03448275862068,32.15532333390143
-0.85,52,10,14.724119615101072,2.11797638284513,-13.681378966086566,55.172413793103445,28.777640015252558
-0.85,52,15,14.585602151493982,2.131904090444029,-13.77422402560693,54.956896551724135,28.49149442194625
-0.85,52,20,14.278170322512707,2.1052138117540893,-14.041093876249544,55.172413793103445,27.857449360469346
-0.85,52,25,14.279131818134093,2.1133515852848728,-14.089221664239348,54.956896551724135,27.859430107646197
-0.85,52,30,14.643580828814763,2.1676768461614135,-14.133113530857544,54.956896551724135,28.611229800891813
-0.85,65,5,15.133100864386439,2.318294914934018,-13.284703508291852,55.62770562770562,29.479307991005864
-0.85,65,10,14.37222700481664,2.3347519341532306,-13.510079886100401,54.54545454545454,27.91487739249565
-0.85,65,15,14.421553279487597,2.3753722330533273,-13.559421236942192,54.761904761904766,28.01603493416762
-0.85,65,20,14.259988775391585,2.3610203963020266,-13.658765820314168,55.62770562770562,27.684836471643017
-0.85,65,25,14.367333359933232,2.3862162244762595,-13.630697049224672,55.84415584415584,27.904843565139757
-0.85,65,30,14.727356660116865,2.4436891994935106,-13.656851666521163,55.62770562770562,28.64398271847113
-0.85,78,5,14.915694142892066,2.5003360049136565,-11.987923109201082,55.869565217391305,28.889121686887997
-0.85,78,10,14.369536637153946,2.5410265679257664,-12.033264718651681,55.869565217391305,27.77313449944949
-0.85,78,15,14.517644575156186,2.60185225075638,-11.970068553811108,55.21739130434783,28.075336155342878
-0.85,78,20,14.51153781020973,2.6087024728141572,-12.033578334413308,55.65217391304348,28.062869440243787
-0.85,78,25,14.646251360806728,2.6385613258334426,-11.982814853110568,55.434782608695656,28.338009192861445
-0.85,78,30,15.01778323023284,2.702613320099559,-11.987261416015205,55.869565217391305,29.09821142632374
-0.85,104,5,16.038887562752556,3.2260881061163884,-9.959267194573385,55.26315789473685,30.888555248653283
-0.85,104,10,15.713120397974322,3.334854782516613,-9.85797245515464,55.70175438596491,30.224390443760598
-0.85,104,15,15.777818830833557,3.3610544317236712,-9.891159694760054,55.26315789473685,30.356175468761727
-0.85,104,20,15.802915945201622,3.368548719377474,-9.917968870286797,55.04385964912281,30.407312138481622
-0.85,104,25,15.987109418219635,3.407993101239444,-9.858989537873708,56.14035087719298,30.78289041947544
-0.85,104,30,16.32084598243384,3.4726304018475598,-9.869005290007538,56.14035087719298,31.464624038263533
-0.75,1,5,-77.56316112128366,-4.740493885069586,-93.91615449849542,36.09341825902335,-93.87767396972181
-0.75,1,10,-75.67674078431202,-5.174893788233748,-92.92360619979831,28.874734607218684,-92.8805663388075
-0.75,1,15,-77.35627714799634,-5.711855328730014,-93.80988699586914,27.81316348195329,-93.77173935735482
-0.75,1,20,-78.11335782491416,-5.92742674696566,-94.18907945152004,28.237791932059448,-94.15528433577897
-0.75,1,25,-77.8478396668816,-6.0026092922895975,-94.0566262280531,26.751592356687897,-94.02206079167522
-0.75,1,30,-77.84812575394383,-6.056280495675631,-94.05676968880563,26.326963906581742,-94.0222050867659
-0.75,2,5,-44.74540717111818,-1.97502650783642,-67.99536856983549,46.92144373673036,-67.0030165039787
-0.75,2,10,-43.19022903612078,-2.1708319893867944,-66.25605137748045,41.40127388535032,-65.24598657338075
-0.75,2,15,-46.470910129745924,-2.5194520861765635,-69.38487818862936,40.339702760084926,-68.9027830999731
-0.75,2,20,-47.32257562797666,-2.646631026389102,-70.30649574731973,39.27813163481954,-69.82112857157918
-0.75,2,25,-47.94395125381974,-2.731811392198013,-70.90046154275677,39.27813163481954,-70.48307089470765
-0.75,2,30,-48.729470350009265,-2.817210468676335,-71.80225465891333,38.853503184713375,-71.31009502878638
-0.75,4,5,-14.135424203540225,-0.48294496124066083,-34.02496111356128,51.59235668789809,-24.786591926413525
-0.75,4,10,-8.899266693712004,-0.30873428553991517,-30.644820226753954,49.25690021231423,-15.987394703556346
-0.75,4,15,-15.678432429102962,-0.7013260188184188,-32.91564660194767,47.13375796178344,-27.293062745335494
-0.75,4,20,-17.18726054142904,-0.8057883561778612,-33.71245319498779,46.07218683651805,-29.70577035601709
-0.75,4,25,-18.53204647273102,-0.9004782667137206,-34.904004410686184,46.07218683651805,-31.824221865634115
-0.75,4,30,-19.327525904605057,-0.9598258063437539,-36.050204432682186,46.07218683651805,-33.06314758498073
-0.75,6,5,-0.34171093166547317,0.12020632298157133,-25.777298379615477,51.91489361702127,-0.6363758840052136
-0.75,6,10,4.891604822384399,0.3555319091918545,-23.572075086758957,49.148936170212764,9.315842866836732
-0.75,6,15,-2.189733792412396,-0.004715665474182624,-25.18602637563283,46.808510638297875,-4.045307246195062
-0.75,6,20,-4.290134309682426,-0.12424674619559142,-25.715952248153297,47.87234042553192,-7.852671936663203
-0.75,6,25,-5.067755086547743,-0.17517229125628933,-25.589887587888384,47.02127659574468,-9.244103109542422
-0.75,6,30,-5.51958340236256,-0.20558686856722996,-25.553345336464574,47.02127659574468,-10.04806725939873
-0.75,8,5,8.817224329419249,0.5424839983094999,-20.17742165412727,51.91489361702127,17.06956869911267
-0.75,8,10,12.565630833782372,0.7719584388514692,-20.332221764428205,50.638297872340424,24.702716629551503
-0.75,8,15,6.258384786690652,0.4548676968882416,-19.72519958900959,48.51063829787234,11.987481785617614
-0.75,8,20,3.6982193931304863,0.3132145317036187,-20.07976236348874,48.29787234042553,7.007624874545382
-0.75,8,25,2.6394413937204764,0.2507647645327996,-19.61284510856265,48.29787234042553,4.978902883083003
-0.75,8,30,2.2873725821866753,0.23116463906971305,-19.57334240780435,47.87234042553192,4.308296487960184
-0.75,13,5,20.927577980259837,1.2965709977940432,-17.563961989417297,53.09168443496801,42.425861284079105
-0.75,13,10,19.007083621336008,1.321624516193142,-16.703121671865727,52.66524520255863,38.24498989944056
-0.75,13,15,13.580870782734555,1.0281610596964634,-16.18583631118987,51.59914712153518,26.744496633829474
-0.75,13,20,11.419397346755256,0.8986120343393526,-16.15743671274428,50.74626865671642,22.292345929902257
-0.75,13,25,10.275228961914685,0.8297339776782089,-15.533982306617789,50.53304904051173,19.965458593280694
-0.75,13,30,9.875360345972894,0.8146280328907266,-15.405348449577483,50.31982942430704,19.157127673209207
-0.75,26,5,19.794999406167314,1.6987074155680357,-17.604577163530234,55.55555555555556,39.85302106587552
-0.75,26,10,13.780911229724001,1.3032721764292632,-18.16328990665471,54.91452991452992,27.09512708959476
-0.75,26,15,9.552912489119425,0.9616815384460947,-18.345033217546924,52.77777777777778,18.464246007795214
-0.75,26,20,8.743469721609065,0.9046297335351262,-18.601700175209757,52.35042735042735,16.843865742224118
-0.75,26,25,8.136616443144739,0.8583441773911235,-18.577219997029903,52.13675213675214,15.635797328093549
-0.75,26,30,7.706924346250088,0.8254859923323036,-18.987156565281293,52.13675213675214,14.783910627191531
-0.75,39,5,17.142378386548284,1.8954579187432425,-17.7476494355711,57.93991416309014,33.98816342631446
-0.75,39,10,13.466427072798126,1.5659195815590674,-18.41618831501085,56.65236051502146,26.316797586628372
-0.75,39,15,11.246367585635575,1.3635572131863412,-18.687994297304765,54.077253218884124,21.78451416361613
-0.75,39,20,10.73219974925619,1.3282676224668688,-19.047503325227765,55.15021459227468,20.74568726596253
-0.75,39,25,10.075790520811845,1.267453476352833,-19.23385788242661,55.15021459227468,19.425416739891265
-0.75,39,30,9.76310303231871,1.2438165992104866,-19.4966488629713,54.93562231759657,18.798836612912552
-0.75,52,5,15.201215804176172,2.008462120372231,-15.461408150925127,58.189655172413794,29.765437652503014
-0.75,52,10,12.84541174136895,1.801711234489017,-15.525820859806993,56.03448275862068,24.921454536815133
-0.75,52,15,11.835912386024084,1.7165471318240453,-15.63788113214134,54.525862068965516,22.871526917358764
-0.75,52,20,11.55815313127626,1.7021922905682079,-15.959620890583547,55.603448275862064,22.310217998775016
-0.75,52,25,11.152299368522645,1.6621476977856007,-16.188896609028312,54.956896551724135,21.492161672745947
-0.75,52,30,10.951448569845956,1.6504918765816459,-16.385010980624337,55.603448275862064,21.08824614002036
-0.75,65,5,14.56928386654537,2.2058698377544825,-15.265174886445521,58.658008658008654,28.319215909106667
-0.75,65,10,12.869321409058365,2.0861827873826146,-14.978110856057947,56.926406926406926,24.850180814990885
-0.75,65,15,12.634847145672223,2.1105993284527176,-14.863271274035183,57.57575757575758,24.375093151796335
-0.75,65,20,12.447751618577719,2.1088161052778958,-14.863426651481081,57.7922077922078,23.99659412222359
-0.75,65,25,12.242222611899267,2.103188618304141,-14.875336775098113,58.00865800865801,23.58140818798027
-0.75,65,30,12.381816845700012,2.143789833669824,-15.01313603943062,58.22510822510822,23.863331360958107
-0.75,78,5,14.438370123274735,2.374089817250027,-14.53762529594429,58.913043478260875,27.913543225124048
-0.75,78,10,13.333810600504625,2.350445307984545,-13.923434772813238,58.47826086956521,25.66885053017749
-0.75,78,15,13.51544324105689,2.4488102050785594,-13.679449199388738,58.69565217391305,26.03673077067954
-0.75,78,20,13.659681363159448,2.5015848987033436,-13.636854967842726,58.69565217391305,26.329218193437164
-0.75,78,25,13.484481134471004,2.5001823861629244,-13.683303703098348,59.34782608695652,25.973985487721386
-0.75,78,30,13.754594412910714,2.566571178454181,-13.7345742208561,60.0,26.521850990685515
-0.75,104,5,15.879502332011475,3.133832744915927,-12.608920002772573,59.210526315789465,30.56341633093598
-0.75,104,10,14.975991830966917,3.1821301244039,-12.101700351802158,58.77192982456141,28.727136173007707
-0.75,104,15,15.110531437108076,3.276689623149696,-11.892478767225267,60.526315789473685,28.99983484891684
-0.75,104,20,15.395004597489127,3.3635869242266185,-11.766859016957575,61.40350877192983,29.57728411013072
-0.75,104,25,15.202938030480562,3.3424333666812904,-11.737821119369285,61.8421052631579,29.187283552734744
-0.75,104,30,15.544519534274581,3.431457954768429,-11.734860328303743,61.8421052631579,29.8812455068197
-0.65,1,5,-78.93582893525824,-5.156028629013843,-94.59327918619809,35.881104033970274,-94.55908149399913
-0.65,1,10,-77.56876359319791,-5.825924097892774,-93.9262152491496,28.237791932059448,-93.88053095310312
-0.65,1,15,-78.6760500693515,-6.459956111307044,-94.48050668605194,26.963906581740975,-94.43299403231144
-0.65,1,20,-78.9637316760732,-6.676560492017755,-94.6510025394621,26.751592356687897,-94.57254459226732
-0.65,1,25,-78.53149808402021,-6.783755838511968,-94.4519353258528,24.840764331210192,-94.3622523392607
-0.65,1,30,-78.54206966625507,-6.920721273510197,-94.45580369986631,25.265392781316347,-94.36743999698797
-0.65,2,5,-46.02806887062394,-2.107925835697356,-68.92213668278731,46.496815286624205,-68.42021574605918
-0.65,2,10,-44.9267239509021,-2.4080368969306467,-67.50299327548875,41.825902335456476,-67.20510632409503
-0.65,2,15,-47.12638750029213,-2.737589808588573,-70.22122237166872,40.976645435244166,-69.61071502693225
-0.65,2,20,-47.154328507040645,-2.824761763724699,-70.43947112313653,39.70276008492569,-69.64072351926247
-0.65,2,25,-47.78648988295434,-2.9475100105750793,-71.08482940650183,40.339702760084926,-70.31597540084388
