Year,Total_Return,Annual_Return,Sharpe,Sortino,MaxDD,Trades
2021,0.2059943237935371,0.3514421205155456,4.874119509073071,0.0,0.0,5
2022,0.040479189770488144,0.05706172189292902,0.41210751172884563,0.0,-0.01821973158419134,4
2023,0.09142091091191196,0.44342046424896875,1.0308869933966993,0.0,-0.015133587479591334,4
2024,0.19700929908135167,0.47958879946906463,1.3521699529371907,9.707464138543449,-0.05782942423123344,6
2025,0.13527654490738428,0.19744956056385177,1.3390408592475018,0.0,0.0,3
2026,0.3587060738018817,3.5355777568157087,3.0695488250515925,0.0,0.0,4
