UnivSize,MA_h,Threshold,Hold_h,TopN,Sharpe,Sortino,Ann_Ret,MaxDD,Total_Ret,Win_Rate,Active_Days
20,104,-0.8,52,3,2.7054620477122118,16.326355731749523,158544.57271283312,-0.9975335151225976,3.584778272961854e+38,0.5619596541786743,1388
20,104,-0.8,52,10,2.7034368480687294,16.267955231002023,155429.5634879913,-0.9975335151225976,3.0943527942974326e+38,0.5612391930835735,1388
20,104,-0.8,52,5,2.7034368480687294,16.267955231002023,155429.5634879913,-0.9975335151225976,3.0943527942974326e+38,0.5612391930835735,1388
60,208,-0.8,13,10,2.7029092414695253,4.298017272281319,12.687733927834678,-0.8212316772980707,265996363.09943968,0.5397553516819572,1308
60,156,-0.2,8,10,2.6933284535845807,4.792560844554595,4.164858710650832,-0.4980914834413971,193501.4962730879,0.5564625850340136,1470
40,104,-0.8,13,10,2.6921771071253273,4.268897432846508,13.447701902285502,-0.7594473879716054,397067185.3582277,0.5455962587685113,1283
40,156,-0.8,26,3,2.690590230886167,9.882730754863578,1344.2345615554102,-0.9384420428188754,1.5747846061018313e+23,0.5852918877937832,1319
80,52,-0.6,13,3,2.6902647376398505,8.188809605662247,20.95997861660974,-0.4557675723779713,8851014932.70457,0.5851498637602179,1468
20,104,-0.8,26,5,2.6847759741424255,6.855140212242702,83.68789470785649,-0.968461018713365,196363172651879.0,0.5235109717868338,1276
60,208,-0.8,13,5,2.6822462473866007,4.259647579531125,12.306352972869899,-0.8252633553996057,215717831.9592084,0.536697247706422,1308
20,104,-0.8,26,3,2.6818527822312843,6.891436747889469,83.24532773436559,-0.9677513756129118,188881386883912.03,0.5195924764890282,1276
60,208,-0.8,13,3,2.6798825449968153,4.295936445173143,12.552679277123096,-0.8238500530113791,247142631.31232917,0.5359327217125383,1308
20,104,-0.8,26,10,2.6783103906429315,6.841136988959747,82.22737398874571,-0.9690321199356448,172601848199764.7,0.5235109717868338,1276
40,156,-0.6,13,3,2.672827751074601,5.064810591753387,13.920335756727274,-0.759600120316783,504094326.6181297,0.5446240337315531,1423
60,208,-0.2,8,10,2.6637707754937288,4.831940520336982,4.326977010483119,-0.5377095820196598,243332.2274787838,0.5494205862304021,1467
80,156,-0.6,8,5,2.6612520427546253,4.616497654432004,3.867231819077573,-0.5509574347782543,124616.1064759956,0.5629731589814178,1453
60,104,-0.2,8,10,2.660155636213071,4.322448812685889,3.8206281532698014,-0.5706305684738293,116036.56242330013,0.564625850340136,1470
40,52,-0.2,8,5,2.6568818524163467,4.699652779476715,4.345747137079965,-0.5362485170172185,249761.43389758762,0.5561606535057863,1469
40,104,-0.8,13,5,2.6549153327193435,4.365018197064055,14.087794695428665,-0.7594473879716054,547582057.2845613,0.544037412314887,1283
60,208,-0.2,8,5,2.6505927196070935,4.8428540909739946,4.270097002082978,-0.5481278153831479,224715.67452832797,0.5501022494887525,1467
60,156,-0.4,8,5,2.6503003482733436,4.744619165471449,4.080390959311645,-0.4634098992270733,171233.74710399166,0.5584415584415584,1463
80,208,-0.6,8,10,2.6436765288940816,4.696542900346413,4.287089136468084,-0.5397024785848044,230143.38546744583,0.5717227179135209,1457
60,52,-0.6,8,5,2.638982880856667,3.9401789435773673,3.238896943165569,-0.5992224325815092,44720.398073239056,0.5663474692202463,1462
80,52,-0.4,8,5,2.6380051309897796,4.692354029590784,2.939948398450764,-0.4288267067961543,26002.171879380232,0.547683923705722,1468
20,156,-0.2,13,10,2.6376885382617616,4.650729013005752,13.087823421119834,-0.9061597420946123,329339237.13866335,0.5557851239669421,1452
80,52,-0.6,26,3,2.6376683738559827,15.755930665948037,2477.7474772624214,-0.69682879777149,1.4627744078023037e+25,0.6410081743869209,1468
60,52,-0.6,8,10,2.637421816598057,3.86423138036275,3.250004173861252,-0.5943211493667786,45596.547612323826,0.5694729637234771,1461
40,52,-0.2,8,10,2.636661179360721,4.555658319877263,4.383252399413403,-0.5425209264358603,263049.28483643173,0.5554799183117767,1469
20,156,-0.2,13,5,2.636501977612584,4.6425050168967195,13.074232911430428,-0.9061597420946123,326990954.4236284,0.5557851239669421,1452
60,104,-0.2,8,5,2.635648303856907,4.426744498527938,3.718004270406259,-0.5860481395648043,98925.25890877958,0.5659863945578232,1470
40,104,-0.2,8,10,2.630186543036631,4.477959409105033,4.478731556408367,-0.584319804703296,299671.91888669017,0.5576005453306067,1467
20,208,-0.4,13,5,2.621271138129628,4.665399943867399,13.610087136913895,-0.7962397266005905,431372335.0561651,0.5548523206751055,1422
20,208,-0.4,13,3,2.6212389343351954,4.645690850937994,13.602880156266318,-0.8073133296176465,429797176.4508523,0.5541490857946554,1422
20,208,-0.4,13,10,2.6209527288900403,4.66286733834443,13.59223438460862,-0.7962397266005905,427479539.5918421,0.5548523206751055,1422
20,156,-0.2,13,3,2.6159050378283952,4.609376999176765,12.647729329762187,-0.9061597420946123,260286256.6384553,0.5571625344352618,1452
80,208,-0.2,8,5,2.610454639586527,4.474340617189498,3.4130582126671607,-0.5130456569518256,60277.75050112858,0.5619891008174387,1468
60,156,-0.2,8,5,2.609209442828502,4.610276249523626,3.7673330944019963,-0.49842627946933793,106855.83767381705,0.5571428571428572,1470
40,104,-0.2,8,5,2.607955571272,4.5461945818198215,4.38520143845457,-0.6097975871453996,263756.21631011117,0.5596455351056578,1467
40,104,-0.8,13,3,2.5935043386286214,4.242063281190419,12.666660154545278,-0.7740577375301364,262975012.1407098,0.544037412314887,1283
80,52,-0.2,8,5,2.5929721002199617,4.344702940605498,2.6523818115642928,-0.5034247093768286,14824.042726925056,0.5544217687074829,1470
80,104,-0.6,8,10,2.5749780749463347,4.471381709824109,4.09584622964035,-0.5668353913381787,175133.79095173444,0.5622435020519836,1462
80,156,-0.2,8,5,2.5734785038379466,4.325386285410748,3.1644075267193212,-0.5304125296537837,39211.94916462276,0.5591836734693878,1470
40,208,-0.8,26,3,2.571496604370618,9.050463594634657,497.24243657866816,-0.9266002148586288,9.979183728124766e+19,0.5590304925723222,1279
40,208,-0.8,26,10,2.5706970076634263,9.018137956709475,484.78313921675937,-0.9198915501944482,8.270898449635777e+19,0.5559030492572322,1279
80,208,-0.4,8,5,2.5667168212356124,4.473255209437295,3.4409926887733127,-0.4544095721377289,63164.77880105815,0.5678254942058623,1467
40,52,-0.2,8,3,2.566458099925486,4.57454746951469,3.7066925510903266,-0.5523274510984848,97180.23013769151,0.5595643294758339,1469
40,208,-0.8,26,5,2.5647133748484685,8.940031898721614,475.698624996021,-0.9315699857493376,7.190646021924072e+19,0.5582486317435497,1279
80,208,-0.6,8,5,2.5605939125333106,4.624678203630898,3.924471282687591,-0.6050392418122763,135900.2123594813,0.5655456417295813,1457
60,104,-0.4,8,10,2.5592261891033297,4.160196047434884,3.8013592313702933,-0.5177084040976053,112641.49787202323,0.5576005453306067,1467
20,208,-0.8,52,10,2.5488446447302153,18.12834840720202,52882.78943728324,-0.9965380097773038,1.045166601796759e+35,0.5234795996920708,1299
20,208,-0.8,52,5,2.5488446447302153,18.12834840720202,52882.78943728324,-0.9965380097773038,1.045166601796759e+35,0.5234795996920708,1299
20,208,-0.8,52,3,2.5487617714296427,17.91219778422934,52363.97040060134,-0.9965380097773038,9.714949218106282e+34,0.5242494226327945,1299
40,104,-0.2,8,3,2.537341825609943,4.585808345826676,4.176713305627108,-0.6269596310161201,196818.69563558622,0.5507839127471029,1467
80,104,-0.2,8,5,2.5363707238529316,4.1060785566821325,2.98835596754405,-0.5043236016676305,28466.28887523118,0.5687074829931973,1470
60,104,-0.4,8,5,2.520886940409353,4.272740475543745,3.6704751510123694,-0.5680683061540077,91770.92298983489,0.5494205862304021,1467
40,156,-0.2,8,5,2.5147526291676403,4.322468211807552,4.332446546911353,-0.692469856435913,245190.7161640921,0.5639455782312925,1470
60,52,-0.4,8,3,2.5088926707525725,4.628895710878435,3.1142604401604004,-0.5115924066731781,35843.34452702091,0.5337423312883436,1467
60,156,-0.6,8,5,2.506977007294163,4.158015274689497,4.353304273627744,-0.6682592540848153,252391.12016402459,0.5522491349480969,1445
60,52,-0.6,8,3,2.5043575813592582,3.8398951231597955,2.9326607256288493,-0.6342571505406984,25647.67876433192,0.551983584131327,1462
20,52,-0.8,52,3,2.5001786964087946,23.883226141457936,9808587.339640783,-0.9758671874913531,6.862294170030965e+51,0.6159122085048011,1458
40,104,-0.4,8,5,2.4979077860443084,4.081159395620982,4.44544109572623,-0.6235904958113515,286431.76385382673,0.5493150684931507,1460
40,104,-0.4,8,10,2.4813697747148447,3.9909095964333496,4.339817319513249,-0.5406519119655275,247714.64129503965,0.5527397260273973,1460
60,156,-0.4,8,3,2.4790200702244007,4.255055023440945,3.570712300558691,-0.5253138998937003,78195.35022149183,0.5584415584415584,1463
40,52,-0.4,8,5,2.4750490296539405,4.783942517826681,4.214899914181355,-0.5346331366535932,207841.01993109946,0.5645933014354066,1463
40,52,-0.8,13,3,2.473427726345502,4.225233524735478,12.146809330803013,-0.8990859509690821,197263159.4615502,0.549490538573508,1374
60,208,-0.4,8,10,2.4729154760532004,4.542723358915912,3.896041718413554,-0.5542153272578733,130189.8854376746,0.557980900409277,1466
40,52,-0.8,13,5,2.4720867493238914,4.212185831101903,12.136887749720376,-0.9062708424039738,196162091.84983504,0.5520757465404225,1373
80,104,-0.8,8,10,2.4658486092582357,3.4303646398937264,3.48316435478554,-0.7409247509778871,67749.7001165887,0.5699782451051486,1379
40,208,-0.2,8,5,2.464739603097742,4.8138005811244735,5.243192364807387,-0.7191582293956527,789267.704854686,0.5538881309686221,1466
80,104,-0.6,8,5,2.463910965747871,4.309871311965545,3.6350727104713947,-0.5832706575951931,86737.08539280963,0.5506155950752394,1462
60,156,-0.6,8,10,2.4637188617836046,3.995350294955275,4.098298598994971,-0.6671439972375763,175759.64170566114,0.558477508650519,1445
60,208,-0.4,8,5,2.4570850054987554,4.50642175054868,3.7706865627963264,-0.5200877240325914,107414.38418961201,0.5593451568894953,1466
20,52,-0.8,52,5,2.4523843888775554,23.155685709286967,6108262.90804215,-0.9815629795595211,2.0486729870045298e+50,0.6138545953360768,1458
20,156,-0.4,13,10,2.4523069661912906,4.327198286366315,10.500849884847893,-0.9235999743229356,73174157.59660733,0.5453910614525139,1432
60,52,-0.2,8,3,2.4517972579331064,4.312378981981305,2.764798704425486,-0.5402474445539618,18560.238287876036,0.5462585034013605,1470
20,156,-0.4,13,5,2.4467399911208236,4.323431702848143,10.412275515375672,-0.9235999743229356,69097686.09117723,0.5439944134078212,1432
20,52,-0.8,52,10,2.4458309505639613,23.17169484798367,5741794.935281251,-0.9815629795595211,1.2949574147224874e+50,0.6131687242798354,1458
80,104,-0.4,8,5,2.4454227337912653,3.9722924946152265,2.878290827683368,-0.5803185984213072,23132.351136994806,0.5538147138964578,1468
60,104,-0.6,8,10,2.443639675977418,3.9822889020842918,4.245165259482171,-0.6741666416153997,216952.39870853547,0.5570839064649243,1454
20,52,-0.6,13,10,2.44314101686084,4.437585424233284,9.192075504618467,-0.716064955869024,29878576.238192607,0.5371785962473941,1439
40,208,-0.2,8,10,2.4418430347007423,4.724568704895654,5.06895437830619,-0.7180627312928729,639858.3357514115,0.5504774897680764,1466
40,52,-0.8,13,10,2.4415916937018256,4.141496740862607,11.539650624373882,-0.894703378780193,138930620.82461038,0.5521517140773158,1371
80,104,-0.8,8,5,2.4394612244677103,3.3537481907525386,3.394555855080746,-0.7440660559552028,58429.01181281485,0.5695652173913044,1380
80,156,-0.4,8,3,2.4389083896034798,3.9741200901310743,3.016678735242297,-0.5358488550519052,29999.673404372035,0.5587431693989071,1464
40,156,-0.2,8,10,2.4369841691080403,4.139218776702947,4.096288371112637,-0.7001948542367021,175246.48387669845,0.5605442176870749,1470
40,104,-0.4,8,3,2.435922794493696,3.944684944950998,3.9914711571658454,-0.6899890493854703,150221.97650011868,0.5452054794520548,1460
20,52,-0.8,26,3,2.433242947479743,7.432418690487406,136.77575796870752,-0.9748931641264603,7245043151869213.0,0.548893647394718,1401
40,156,-0.4,8,5,2.4324425825623304,3.980751191757014,4.233952930378767,-0.5615503274668276,213537.43957201162,0.5531185743660041,1459
20,156,-0.4,13,3,2.430856263381673,4.345428774746782,10.311401961363911,-0.9265172495333426,64695805.92310013,0.5439944134078212,1432
40,52,-0.6,8,5,2.430236170523367,3.5628208457902124,3.236579918913937,-0.6047790127995972,44539.47652664094,0.5554026152787337,1453
80,156,-0.8,26,5,2.4263394788195485,14.757538579911344,4947.108137942367,-0.7826584494600044,2.4600350148658254e+27,0.6049469964664311,1415
40,52,-0.4,8,10,2.424117507874994,4.557784823109631,4.08603541606169,-0.5466784130851228,172649.29033323922,0.5645933014354066,1463
40,156,-0.4,8,10,2.4214570165942044,3.903995061100696,4.132904463210559,-0.6210026224981875,184799.6998029722,0.5558601782042495,1459
20,52,-0.6,13,5,2.4180030440185707,4.383573613518473,8.871565227840916,-0.7218748331956037,23576389.670569826,0.5371785962473941,1439
80,156,-0.8,26,10,2.415332200051489,14.576059320172268,4629.584322476102,-0.7826584494600044,1.504492794649575e+27,0.607773851590106,1415
80,104,-0.8,8,3,2.415138890797007,3.423153641828139,3.40452254574787,-0.7542543872252385,59418.68240112598,0.5623188405797102,1380
80,52,-0.6,8,3,2.4128997798470215,4.290339626545923,2.2953952600805967,-0.4641878252749614,6914.411924542025,0.548122866894198,1465
20,52,-0.6,13,3,2.409131325858094,4.40126607260531,8.742382666778784,-0.7077321720436198,21382695.57520542,0.5281445448227936,1439
40,52,-0.4,8,3,2.3914861684907334,4.642185310904473,3.8261134501767584,-0.49208700431737107,117019.07641959119,0.5454545454545454,1463
20,52,-0.8,26,5,2.3895844699440048,7.1315435348643215,115.36509773706038,-0.976511336583302,2071172280076434.5,0.5474660956459672,1401
80,156,-0.8,26,3,2.381665072750279,14.420691996555322,3968.7892548122713,-0.799916606817,4.804204864457688e+26,0.6021201413427562,1415
20,52,-0.8,26,10,2.379240077045449,7.099564939081548,111.51646789752358,-0.9763627430880076,1614065205000548.5,0.5467523197715917,1401
40,52,-0.6,8,10,2.3776816528211135,3.462644162420642,3.0467535118119082,-0.5759533837604807,31705.633345353108,0.5554026152787337,1453
60,208,-0.6,8,5,2.3672231400044175,3.8743733330151895,4.017228824118532,-0.6921213466553506,156065.40162529622,0.5570145127850725,1447
60,104,-0.6,8,5,2.366013617387724,3.839948915960112,3.867129334214032,-0.6732884962264993,124596.65357093718,0.5515818431911967,1454
60,208,-0.6,8,10,2.361804780930019,3.8666341982001615,4.03550576200319,-0.6994770990521312,160330.06571378253,0.5604699378023497,1447
20,156,-0.8,26,3,2.3593383907777996,7.948920923789463,242.06259760129194,-0.9866535638639439,4.874753508573377e+17,0.5603015075376885,1194
40,208,-0.2,8,3,2.3532251953316257,4.554974552646726,4.612263111800611,-0.6958157660521367,358247.3236551625,0.548431105047749,1466
20,156,-0.8,26,10,2.342032734149847,7.811091593746992,223.88350375608334,-0.9866535638639439,2.739357253421768e+17,0.5603015075376885,1194
20,156,-0.8,26,5,2.342032734149847,7.811091593746992,223.88350375608334,-0.9866535638639439,2.739357253421768e+17,0.5603015075376885,1194
40,156,-0.4,8,3,2.336215451176362,3.8589574591860436,3.815250933303414,-0.6020800377876132,115080.3421794964,0.542837559972584,1459
20,208,-0.8,26,3,2.3319519094110417,6.005030365331852,63.383147908314186,-0.9755334078212567,25728703135866.83,0.5346795434591747,1139
60,104,-0.8,8,10,2.3279689682896203,3.3413997804966336,3.513941545594487,-0.6703406032418378,71274.96100337051,0.5591078066914498,1345
80,156,-0.6,8,3,2.326468643839514,3.79895133284614,2.885239221399376,-0.62518047433796,23441.407217559296,0.5498967653131452,1453
20,208,-0.8,26,10,2.323121175388683,6.009394999937153,61.675049437984896,-0.9802971686686422,21078494195818.152,0.5329236172080772,1139
20,208,-0.8,26,5,2.3227322498446146,6.01431093170612,61.69476356943181,-0.9802971686686422,21127700314316.887,0.5329236172080772,1139
60,208,-0.2,8,3,2.3148138542475722,4.0973634820403655,3.2079686890025343,-0.6092868511795799,42357.04201009139,0.5524523160762943,1468
60,156,-0.6,8,3,2.3001046724064165,3.7248872326428226,3.481945940037356,-0.7074171820667565,67613.30331076468,0.5487889273356401,1445
60,104,-0.8,8,3,2.2938605234729437,3.2879391321509015,3.380622718224693,-0.684954046049741,57069.399125250005,0.5549777117384844,1346
80,208,-0.6,8,3,2.292688567227221,4.038040868671452,3.219374263334389,-0.6326402902959201,43215.69201013201,0.5511324639670556,1457
40,156,-0.2,8,3,2.2922447256415865,3.9497306129289242,3.497125724998577,-0.6679831791965383,69329.6952417345,0.5530612244897959,1470
60,104,-0.6,8,3,2.2899874578254544,3.798147828812793,3.5787102579732224,-0.6746745168044932,79215.53336140185,0.5470790378006873,1455
20,104,-0.2,8,3,2.2820300153816775,3.9298147095710925,3.203774510097743,-0.5852484874654809,42045.02318069203,0.5342935528120714,1458
40,52,-0.6,8,3,2.280897652870074,3.406257417324086,2.7741533829465816,-0.6136520193030868,18904.917439869896,0.546767537826685,1454
80,52,-0.2,26,5,2.2771564007008482,15.898625198726652,3953.46917874994,-0.8399005675984217,4.668435256543436e+26,0.6510204081632653,1470
60,104,-0.8,8,5,2.276433317878533,3.2545547688648457,3.3500949717660617,-0.6749679296299654,54185.793738038614,0.5579494799405647,1346
80,52,-0.2,26,10,2.274643236092177,15.497313040131706,3843.885733971058,-0.8158187717739176,3.7903913208255825e+26,0.654421768707483,1470
80,52,-0.2,26,3,2.2683100262957434,16.360919527254087,3615.5645966323386,-0.8145111735643173,2.407486219602256e+26,0.6489795918367347,1470
60,104,-0.2,8,3,2.26247773610862,3.92041252779433,2.832286286034619,-0.5906195714477793,21173.614397902584,0.5394557823129251,1470
20,104,-0.2,8,5,2.2473581514799883,3.7474664883897786,3.084311131330634,-0.5880095684491103,33953.39422990311,0.5312285518188058,1457
80,52,-0.4,8,3,2.244537875165815,3.7551740701820306,1.9702608053025092,-0.4219387686750147,3200.4468504122196,0.5401907356948229,1468
40,104,-0.6,8,10,2.2403297642036257,3.9190616942698946,4.183289356030478,-0.7274532868754132,198679.95870456586,0.5489781536293165,1419
20,104,-0.6,13,10,2.230155370835211,4.453889704248856,10.536566165569123,-0.9107314175409729,74875848.01371345,0.5492451473759885,1391
20,52,-0.4,8,10,2.229413129407799,4.103607261441963,3.435643172092517,-0.47751195945249747,62602.8290975724,0.5467032967032966,1456
20,52,-0.2,8,3,2.229247545090607,4.085471775447967,3.1615814431014684,-0.5607277475746482,39015.08137739606,0.5420369104579631,1463
20,104,-0.2,8,10,2.2253512169442216,3.7242949467949527,3.025889548417587,-0.5960814591642658,30513.498934842304,0.5305422100205902,1457
40,104,-0.6,8,5,2.2236189238845,3.984855771758918,4.272750684623965,-0.7245036986873485,225555.95736065996,0.547568710359408,1419
80,104,-0.6,26,3,2.217759522001423,18.828115000102958,9277.32899272873,-0.7704932749278925,2.6014610838694128e+29,0.6369209809264306,1468
20,104,-0.6,13,5,2.2154427902423066,4.425366124216254,10.270019854496375,-0.9134844710086003,62961446.8603303,0.5485262401150252,1391
20,52,-0.4,8,5,2.210820238338008,4.063401661014451,3.341136854045276,-0.4735929927798743,53363.9241352634,0.5480769230769231,1456
80,104,-0.6,26,5,2.2100623608647854,18.421520006876978,9445.03776258104,-0.7785289034785259,2.970970649205022e+29,0.6430517711171662,1468
60,208,-0.6,8,3,2.205118185763882,3.5142166233559147,3.371373193314941,-0.7336150441416801,56182.011599441474,0.5583966827919834,1447
80,104,-0.6,26,10,2.199267385788117,18.07119690763647,8870.141317979127,-0.7848751165084871,1.865153258291925e+29,0.6450953678474114,1468
20,104,-0.6,13,3,2.189487902584023,4.376170561440841,9.806013338599993,-0.9234694846414294,46099827.260796204,0.5485262401150252,1391
80,208,-0.8,8,5,2.188801886312766,3.693153602966453,3.969601509111909,-0.6513849344709164,145410.13834155712,0.547976011994003,1334
20,208,-0.2,8,5,2.187689741566904,3.9626820920690897,3.4117527246025086,-0.5915692654114783,60145.66841306656,0.5459571527297857,1447
40,208,-0.8,13,10,2.185178809190548,3.380618086666626,6.7556029189807045,-0.8493062852223736,3941836.3725992753,0.5345858240819812,1171
20,52,-0.4,8,3,2.182663877913725,4.066432077640759,3.2259409175474882,-0.5018401920299971,43716.849662803856,0.544955387783116,1457
80,156,-0.8,8,5,2.181549466430256,3.8172205923699893,3.9161166574813953,-0.8017106105642966,134200.06340548352,0.5753323485967504,1354
20,52,-0.2,8,5,2.179329540298977,3.9263714718883693,3.0586784344394973,-0.5705594609453473,32404.934267963403,0.5468215994531784,1463
20,208,-0.2,8,3,2.1770527180894126,3.9599382771617924,3.3844473693109007,-0.6102804684702239,57439.85933119726,0.5466482377332412,1447
20,208,-0.2,8,10,2.175824784177301,3.929427064840762,3.352741103454928,-0.587932556727434,54430.65040934179,0.5452660677263304,1447
20,52,-0.2,8,10,2.172030712062409,3.8911539137123925,3.0383841120854846,-0.5782345231130216,31222.667117996345,0.544771018455229,1463
20,208,-0.6,13,10,2.170288019725144,4.197250631445218,8.395900080859562,-0.9101287671011434,16347916.917477168,0.5255474452554745,1370
40,208,-0.8,13,5,2.168823212621222,3.3449119480782694,6.583375076385904,-0.8648348187522692,3337249.2511887904,0.533731853116994,1171
80,156,-0.8,8,10,2.1660988922470166,3.805914238872973,3.934596195357404,-0.8053602049795263,137985.55913594895,0.5753323485967504,1354
20,208,-0.6,13,5,2.1590318800900516,4.178576649573499,8.227606940176317,-0.9101287671011434,14297723.810051465,0.5262773722627737,1370
20,208,-0.6,13,3,2.156962639621788,4.171153019561157,8.188702967801069,-0.9086154427995714,13856800.428239696,0.5226277372262774,1370
60,104,-0.4,8,3,2.155909801560864,3.6080356178932838,2.6144717611868957,-0.6241789307819292,13720.455483950807,0.5351056578050443,1467
40,208,-0.8,13,3,2.150941192335209,3.3095680852637237,6.362808198082698,-0.8690267471613011,2681309.1930168797,0.5320239111870196,1171
80,208,-0.8,8,10,2.1461296599664665,3.6361626772581213,3.8331078450157765,-0.6664002130731363,118282.33012969108,0.5487256371814093,1334
80,52,-0.8,26,10,2.1453531027753265,18.672760845977322,6255.908378145114,-0.7870691416193973,1.4014928939528733e+28,0.6302118933697881,1463
80,156,-0.8,8,3,2.1448268455131734,3.7860620772909446,3.844555654256407,-0.8090301512445472,120375.37466463709,0.5790251107828656,1354
60,208,-0.4,8,3,2.1442703317945284,3.7695944662637313,2.707010505654224,-0.6209572554706877,16549.054998309643,0.5607094133697135,1466
20,156,-0.4,8,10,2.1439499300783913,3.572464765319762,3.44682015376768,-0.5123014362125347,63781.89652936064,0.5497198879551821,1428
20,156,-0.4,8,5,2.14326098981697,3.5859219040096475,3.447573400794413,-0.5123014362125347,63862.043381395146,0.5497198879551821,1428
80,208,-0.8,8,3,2.1343907821957706,3.641092151814557,3.8083346250787287,-0.6405766916846978,113860.45738825989,0.5464767616191905,1334
20,156,-0.4,8,3,2.132062158956,3.5954704627040655,3.4057576626014052,-0.5153575642656862,59542.33081916988,0.5462184873949579,1428
40,208,-0.4,8,10,2.1273577676094027,3.561106892077547,3.4658348706924187,-0.7226505267165708,65831.94307376455,0.5564681724845996,1461
80,52,-0.8,26,5,2.1265480994199923,19.14608337243252,5672.434904421874,-0.7852496732308516,6.782502100306208e+27,0.6277322404371585,1464
80,208,-0.2,8,3,2.1244266056421606,3.5888424377224024,2.322342033678117,-0.5345135236939313,7344.822866550777,0.5449591280653951,1468
40,156,-0.8,13,10,2.124416153284419,3.6903051438022882,10.144491265486897,-0.9440179157166155,57944111.35780392,0.5476772616136919,1227
40,156,-0.8,13,3,2.1191889677233395,3.806224720090386,10.185947855376753,-0.957788505908823,59561394.44305891,0.5452322738386308,1227
40,208,-0.6,8,5,2.1150524698195157,3.170614020629989,4.051253813893316,-0.8769034500847568,164085.1391791232,0.5644475920679887,1412
80,104,-0.6,8,3,2.1141998392516377,3.6512594941209477,2.5678536994192944,-0.6042552733667312,12461.379745342532,0.5471956224350205,1462
40,156,-0.8,13,5,2.1089458441376747,3.674326508476098,9.823644361643142,-0.9498812009760222,46660414.22006426,0.5444172779136104,1227
40,104,-0.6,8,3,2.1045126123084925,3.836824930230089,3.710440975375789,-0.7252601104912185,97755.51527096747,0.5352112676056338,1420
40,208,-0.4,8,3,2.099751636963731,3.5422883461615053,3.327237284239345,-0.694173711011514,52110.04526212446,0.5598904859685148,1461
40,208,-0.6,8,3,2.0926351027818337,3.1543343036142653,3.9436706465628957,-0.8917044158238556,139878.0169417271,0.5616147308781869,1412
60,156,-0.8,8,10,2.0925607789941836,3.7866759665409333,4.0816260719318755,-0.7627745339225075,171542.63321671585,0.5598159509202454,1304
60,156,-0.2,8,3,2.090509118218782,3.5273457970653177,2.2955978894236866,-0.5606132787401501,6917.565164028143,0.5435374149659864,1470
80,104,-0.4,8,3,2.0874408268015623,3.3908786781874856,2.1538436822093328,-0.6424635743508181,4993.026312366454,0.5388283378746594,1468
80,208,-0.4,8,3,2.084559650619211,3.5388358175872443,2.252126852658727,-0.5278562506439187,6268.903532450753,0.558282208588957,1467
80,156,-0.2,8,3,2.0844223388375136,3.2972446163196283,1.985419545941919,-0.5219330809273075,3323.583882572853,0.5476190476190477,1470
40,208,-0.4,8,5,2.0836142921777365,3.4399634367207836,3.2029502911487775,-0.7345009638237552,41983.941149303726,0.5585215605749486,1461
40,208,-0.6,8,10,2.0762278470800757,3.1157465318699917,3.86029092296806,-0.8763120189467316,123304.55911010226,0.5658640226628895,1412
60,156,-0.8,8,5,2.070387413073196,3.7466617845457266,3.980374617105781,-0.757445369563409,147763.54073655678,0.5575153374233128,1304
20,156,-0.2,8,3,2.0682511194252347,3.2309016225784877,2.892841667943743,-0.5960177764753835,23783.640854184556,0.5417529330572809,1449
20,156,-0.6,13,10,2.0608047832716867,3.8461884610684507,6.808588379838905,-0.7441861152421787,4145928.7076259544,0.5201760821716801,1363
20,104,-0.4,8,3,2.0597657438532777,3.3175706972260257,2.90958251714557,-0.6971123097863309,24552.524386784375,0.5341614906832298,1449
20,156,-0.6,13,3,2.0578637513075657,3.8300114159047145,6.765620310386734,-0.7449955508870437,3979741.3003974888,0.520909757887014,1363
60,208,-0.8,8,3,2.0574832829161913,3.434617517371613,3.696855747464265,-0.6359237764531684,95684.44463011855,0.5379796397807362,1277
20,208,-0.2,52,5,2.048679929223661,32.39405573040272,61817427.1533673,-0.9810445407846259,5.808647651390168e+57,0.6307481125600549,1457
20,208,-0.2,52,10,2.048679929223661,32.39405573040272,61817427.1533673,-0.9810445407846259,5.808647651390168e+57,0.6307481125600549,1457
60,156,-0.8,8,3,2.047965386922196,3.665400620613905,3.828353408451969,-0.7539776463798036,117422.35738221116,0.5559815950920245,1304
20,156,-0.6,13,5,2.0349029389311326,3.7893882186345507,6.492214616658473,-0.7441861152421787,3051036.1339849746,0.5179750550256786,1363
20,104,-0.4,8,10,2.0337139228372423,3.2400637898508693,2.7940818387330353,-0.6854794596445135,19657.704903443024,0.5355417529330573,1449
20,104,-0.4,8,5,2.0320195618938097,3.2373932521729465,2.7943771407476308,-0.6854794596445136,19669.05191405743,0.5369220151828847,1449
60,208,-0.8,8,5,2.0315590219250104,3.3962634421246523,3.638421801736281,-0.6194101178746156,87202.82719643964,0.5450274079874706,1277
60,208,-0.8,8,10,2.025066669539482,3.3912961029512814,3.613722480775694,-0.6062942963851043,83818.28308568879,0.5458104933437745,1277
20,156,-0.2,8,5,2.019262473562541,3.1441602156493182,2.759721997810321,-0.6090546938371479,18375.469739084336,0.5403726708074534,1449
20,156,-0.2,8,10,2.0109368385919084,3.115903284442903,2.7313927924305266,-0.6060454110531266,17373.34764204883,0.5417529330572809,1449
80,52,-0.2,8,3,2.008494550690962,3.2755847261399444,1.6147702951536007,-0.5242265785193845,1243.210893237986,0.54421768707483,1470
