,Daily_Return
2023-04-17,0.0023464871105964846
2023-04-18,-0.001765451944949259
2023-04-19,-0.028599295532869107
2023-04-20,-0.024515063858324915
2023-04-21,-0.007040095454210804
2023-04-24,-0.01574217155661284
2023-04-25,-0.04122804216512488
2023-04-26,-0.022263577159917336
2023-04-27,-0.039675052131935895
2023-04-28,0.001854991839277842
2023-05-01,0.0
2023-05-02,-0.05257407803888037
2023-05-03,-0.0206420797803315
2023-05-04,-0.011891981019642173
2023-05-05,0.013404743493347304
2023-05-08,0.0
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,-0.02120158484006862
2023-05-12,-0.009519358775043063
2023-05-15,-0.02396565858439037
2023-05-16,-0.026260750550317957
2023-05-17,-0.004012674409190842
2023-05-18,-0.011733731263729563
2023-05-19,-0.003034722762666031
2023-05-22,0.0
2023-05-23,-0.032188732775567774
2023-05-24,-0.014691861486313962
2023-05-25,-0.007685098480822994
2023-05-26,-0.021109869723069385
2023-05-30,-0.00749822247748877
2023-05-31,-0.030362597621763632
2023-06-01,0.0076868411145849525
2023-06-02,0.0
2023-06-05,0.0
2023-06-06,0.0
2023-06-07,-0.013567836614758133
2023-06-08,0.003216143059486365
2023-06-09,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-20,-0.02435567530499183
2023-06-21,-0.013939650847979435
2023-06-22,-0.011132799662682547
2023-06-23,-0.021144798916769125
2023-06-26,0.0020171998118208023
2023-06-27,0.0
2023-06-28,-0.0096838754924502
2023-06-29,-0.003562685564045154
2023-06-30,0.0
2023-07-03,0.0
2023-07-05,0.0
2023-07-06,-0.024768839713089297
2023-07-07,0.004908598106762918
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,-0.026604376911093408
2023-07-17,-0.0006202618352879607
2023-07-18,-0.00711139944752226
2023-07-19,0.00150133018825227
2023-07-20,-0.050480944892705715
2023-07-21,0.0014509572161640616
2023-07-24,-0.01828448222056278
2023-07-25,0.0020920974128406655
2023-07-26,-0.0322636628394275
2023-07-27,-0.021885672044310023
2023-07-28,-0.002677891719343184
2023-07-31,-0.010363600523654704
2023-08-01,-0.007449615483730243
2023-08-02,-0.04863280721900021
2023-08-03,-0.0018444069887108006
2023-08-04,-0.010519102060993601
2023-08-07,0.0
2023-08-08,-0.04136721553743006
2023-08-09,-0.014199963038700303
2023-08-10,-0.0034672635412518193
2023-08-11,-0.014647134453110389
2023-08-14,0.00038225906905497986
2023-08-15,-0.029897349370106685
2023-08-16,-0.0076095395421543754
2023-08-17,-0.016885037089178767
2023-08-18,-0.009152797487952946
2023-08-21,-0.014008291890313274
2023-08-22,-0.006462867733024069
2023-08-23,0.0
2023-08-24,0.0
2023-08-25,-0.008271668351784833
2023-08-28,-0.0001343143477334774
2023-08-29,0.0
2023-08-30,0.0
2023-08-31,-0.00946376615815947
2023-09-01,-0.008116310832743445
